ParticipantId,gender,age,race,ethnicity,education,household_income,relationship_marital_status,employment_status,state_of_residence
4C6F8CAA432043F6A437E7B9A1716996,Man,34,White,"Yes, Cuban","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$200,000-$224,999",Married,Full-time,Texas
4C6FA60C7B6E43C38F352138C86754A9,Woman,47,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$200,000-$224,999",Married,Part-time,Pennsylvania
4C93DAB1B37442D6A16EB9E375E8BD0A,Woman,42,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$30,000-$39,999",Single,Part-time,Michigan
4C96271A73E647C3B81D31378C99597B,Woman,47,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$30,000-$39,999",Single,Full-time,Ohio
4C996CBA7A25444D9FFBD5938F22D79E,Woman,54,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$50,000-$59,999",Widowed,Full-time,Tennessee
4CE09503493040F0B389B919B8133C2C,Man,63,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$40,000-$49,999",Married,Part-time,California
4D3A556FF44841E7A7154213519DBB31,Man,40,White,"Yes, Mexican, Mexican Am., Chicano","Associate degree (for example: AA, AS)","$30,000-$39,999",Single,Part-time,Texas
4D3C479FD6C2431C933E7BB3C0B2DDFB,Man,30,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$50,000-$59,999",Married,Full-time,Florida
4D739BCC8D854A83B63D9EB209B1C7E9,Woman,41,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$100,000-$124,999",Married,"Not in paid work (e.g., homemaker, disabled)",New Hampshire
4E48E94501D14A318FF6D1CC407DEC30,Man,34,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$100,000-$124,999",In a civil union/partnership,Full-time,West Virginia
4EBBD324A9D94BFE88B85B50F8F73234,Woman,41,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$100,000-$124,999",Married,"Not in paid work (e.g., homemaker, disabled)",Nevada
4EF37E8B577D4BD789B18A511EFCCCB9,Woman,42,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$40,000-$49,999",Single,Full-time,Georgia
4EFF0F01D3F94531835DF155CC8B22DD,Woman,64,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree",Prefer not to say,Married,Business Owner,Massachusetts
4F1063188F12436C938D96CFE22D8287,Man,34,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$50,000-$59,999",Single,Part-time,Indiana
4F173FA225434797A1EA6C07DB0EEC88,Woman,45,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$70,000-$79,999",Single,Full-time,New York
4F30FD1F9A8649E7B5F6F712F30F9DDD,Man,40,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$250,000 or more",Married,Full-time,California
4F666DDEF59140568082EC4FB22FF502,Man,40,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$60,000-$69,999",Single,Full-time,Mississippi
4F695EE6877D4BED83AEF0E7419CA09C,Man,47,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$60,000-$69,999",Single,Full-time,Pennsylvania
4FA6085628B34E2E822C71D39A43A4A1,Woman,45,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$100,000-$124,999",Married,Full-time,Tennessee
502060A98610498DBC32348A33A1EE33,Woman,26,American Indian or Alaska Native,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$30,000-$39,999",Single,Full-time,Illinois
50702036006D4A2EB5A1D51F641BEF19,Woman,47,American Indian or Alaska Native,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$200,000-$224,999",Married,Part-time,California
5089E978ED0841A88AD544026D5E28D0,Man,41,Chinese,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$90,000-$99,999",Married,Full-time,New York
508E8BDD7E264215B7EA211093E30F92,Woman,68,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$20,000-$29,999",Divorced,Retired,Kentucky
50A9D1C2EAE14B39BE2A8F4395A34E61,Woman,43,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Prefer not to say,Single,Full-time,NULL
50EE5E468C3B4717B50F92BF1AA45CDA,Man,39,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$70,000-$79,999",Single,Full-time,NULL
5105ADD2460247C7905BA2514F5F4F48,Man,39,Black or African American,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$60,000-$69,999",Single,Full-time,Ohio
512FED05A72842BF9658B966FBD7F076,Man,31,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$70,000-$79,999",Married,Full-time,NULL
5186041E1D054D4D8C9A1A1285726503,Man,37,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$80,000-$89,999",Single,Full-time,Ohio
51F85FF6DEAC4A17B4437C326BC61169,Woman,27,White,"Yes, Cuban","Bachelor's degree (for example: BA, AB, BS)","$40,000-$49,999",Married,Full-time,Illinois
5227792AC8DE4932B94185303450E897,Woman,26,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$100,000-$124,999",In a relationship,Part-time,California
52599D8AD46D4499ACECA3ABD4047F61,Man,54,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$30,000-$39,999",In a civil union/partnership,Full-time,Nevada
5263C5CBB07E4115A38CB8DB5FC6DF82,Woman,50,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$80,000-$89,999",Married,Part-time,California
529408E82EE34B1980F7D317A47EA1A3,Man,27,Guamanian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$70,000-$79,999",Single,Prefer not to say,California
52AF4FB70BA34B1F9AB04D0CF955DB3D,Man,29,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$80,000-$89,999",Single,Full-time,NULL
52EDCECF96C9489299E8621DB659EC77,Woman,40,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$100,000-$124,999",Married,"Not in paid work (e.g., homemaker, disabled)",Washington
534A67DE7BDD460CAF4E8D786A74515A,Woman,46,White,"No, not of Hispanic, Latino, or Spanish origin","Professional degree (for example: MD, DDS, DVM, LLB, JD)",Prefer not to say,Single,Business Owner,Oregon
5384CB299B464A7CB132B9B39E0AC593,Man,35,An ethnicity not listed here,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)","Bachelor's degree (for example: BA, AB, BS)","$60,000-$69,999",Married,Full-time,Texas
53AEB0EBFB3B4C24A634F1B7C7285E25,Man,35,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$60,000-$69,999",Single,Full-time,Illinois
53BE6A9FC3C846F58424DF7D57A99C2B,Man,50,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$90,000-$99,999",Married,Part-time,Tennessee
53C578B04E1345989CD24CD9D61D1F9A,Man,55,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$60,000-$69,999",In a relationship,Full-time,Washington
53C96BDAFEEA420CAA2BE41E4E30ADB0,Woman,61,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$50,000-$59,999",Married,Part-time,Michigan
53F2C07048B045A2AB3FCA3F82FD2B96,Woman,26,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$40,000-$49,999",Single,Full-time,North Carolina
5402A874F69D4E65AE127F87A81B62C5,Woman,60,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$10,000-$19,999",Married,Full-time,Missouri
542C8FC44AB6446F92D18292E2AE4FE7,Man,43,Chinese,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$40,000-$49,999",Single,Full-time,NULL
54595FC00C524A20A878732C39D73930,Woman,31,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$100,000-$124,999",In a relationship,Full-time,North Carolina
550C32A360424695978F2E043C405291,Woman,32,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","Less than $10,000",In a relationship,"Not in paid work (e.g., homemaker, disabled)",Minnesota
5547813AE2834264A089C6494423433C,Man,48,Chinese,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$50,000-$59,999",Single,Full-time,Washington
5548A06D2AF44E609B4FF8E9237E91FC,Woman,32,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$225,000-$249,999",Married,Full-time,New York
5569CB5A0D2543DF9D7939F470E2F747,Woman,42,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$30,000-$39,999",Single,Part-time,Illinois
5580E9D05D684FD5BD0CE1D5CE127E9A,Woman,39,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$30,000-$39,999",Divorced,Full-time,Iowa
55825F39DC91406B92596C4E47EF04B8,Man,26,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$30,000-$39,999",Single,Full-time,Kentucky
55BEBD7D848544BFA2B64EEE1A81BE3A,Woman,26,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$80,000-$89,999",Married,Full-time,NULL
55CC388FCD7E42AFB788E54614BCDC87,Woman,28,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$90,000-$99,999",Married,Full-time,NULL
55DB719652D34545A299002E7640AB91,Man,27,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$125,000-$149,999",Married,Full-time,Oklahoma
568D96A1613942D5ACB4B0253518188D,Woman,35,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$20,000-$29,999",Divorced,Full-time,Georgia
56F484838EBB4A8D8094FEB25CE18FBC,Man,35,Chinese,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$150,0000-$174,999",Single,Full-time,New York
574F4190651F4832972C9E78DE21BA0E,Man,35,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$60,000-$69,999",Single,Full-time,Florida
5771BBE6465940CA82548F137A6790D9,Woman,56,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$40,000-$49,999",Married,Full-time,Montana
577E89BDF2FC4EED92C84DF58663F97C,Man,50,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$30,000-$39,999",Single,Full-time,Illinois
57A031CABD8141B59D165B4DD60BE95D,Woman,26,White,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)","Bachelor's degree (for example: BA, AB, BS)","$20,000-$29,999",Married,Full-time,Texas
583B48DB907C40209E1A17E7E6700800,Man,38,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$175,000-$199,999",Single,Full-time,California
584D291484C84636A034BA28C614B0B9,Man,31,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$50,000-$59,999",Married,Full-time,Nevada
58713C62A57640F4A2E0CAC6621BA6D2,Woman,32,Vietnamese,"No, not of Hispanic, Latino, or Spanish origin","Doctorate degree (for example: PhD, EdD)","$50,000-$59,999",Married,Full-time,Georgia
587C9E7D042D4F4D892DDBBA1A3E8F38,Woman,63,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),Prefer not to say,Single,Part-time,North Carolina
589BDBD64FBF4D6788CC1F58CFC1A335,Man,38,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$20,000-$29,999",Single,Full-time,Louisiana
58B4856A8B8449E7842162BA07575F31,Woman,57,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$40,000-$49,999",Married,Part-time,New York
58CBADD914294AB69955A7541368516C,Man,78,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$100,000-$124,999",Married,Retired,Massachusetts
58DD65121C374200A154C289BBF63F28,Man,59,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$70,000-$79,999",Single,Full-time,Ohio
58DE05E999F346AEBEBC368880619A05,Man,29,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$150,0000-$174,999",In a relationship,Full-time,California
5911B1A9AE6D4E3388B295D078B7F49A,Woman,41,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$60,000-$69,999",Single,"Not in paid work (e.g., homemaker, disabled)",New York
5945CFBFB764415DAAC92E18C387D4EA,Man,30,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$60,000-$69,999",Single,Full-time,Texas
595DA76E0EEE4422825351456B93BD6B,Woman,37,An ethnicity not listed here,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)","Bachelor's degree (for example: BA, AB, BS)","$90,000-$99,999",Married,Full-time,Ohio
59C69B82B2D94F9CA5CE51EED21B1ABA,Man,53,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$125,000-$149,999",Married,Full-time,Texas
59DE8D4301A94B128540F47BAF5DB6D0,Man,38,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$150,0000-$174,999",Married,"Not in paid work (e.g., homemaker, disabled)",Illinois
59DFFDE000CD4291AFA865AE12B3FAE8,Woman,25,An ethnicity not listed here,"Yes, Mexican, Mexican Am., Chicano","Bachelor's degree (for example: BA, AB, BS)","$100,000-$124,999",Single,Unemployed,North Carolina
5A1913E5D6BD434896085BD0361B138B,Man,63,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$90,000-$99,999",Married,Full-time,Ohio
5A1F20D06AE74E2F873BA6161A598FA7,Woman,52,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$100,000-$124,999",Married,Full-time,New York
5A4271B5E62442DF849626E815631C7D,Man,41,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$20,000-$29,999",In a relationship,Full-time,Maryland
5A6C1C6865074304B2AC8CD814DFA1D6,Man,19,Black or African American,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$100,000-$124,999",Single,Student,Maryland
5A78ABB274144346AE5C16EFEF231F21,Woman,54,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$60,000-$69,999",In a relationship,Student,Washington
5A8687A24C8C475B88B208DBA3503EA2,Woman,38,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$100,000-$124,999",Married,"Not in paid work (e.g., homemaker, disabled)",Pennsylvania
5AD641172DD8454CB4BACCE679A7EA1E,Man,39,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$90,000-$99,999",In a relationship,Full-time,Virginia
5AE7DDD064994297ABA0A90F589A8B69,Woman,53,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$60,000-$69,999",Single,"Not in paid work (e.g., homemaker, disabled)",Illinois
5B5C3D85087A4E16BBF4767641D407C0,Man,26,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$100,000-$124,999",Single,Full-time,Maryland
5B6B885A0AEC4665BFFA832A5F65F2C5,Woman,24,Filipino,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)",Prefer not to say,In a relationship,Unemployed,California
5B97A2F49B9A4249879238C1E5173672,Woman,38,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$30,000-$39,999",In a relationship,Full-time,Texas
5BBD9B3BEB024CEBB60F1462372694F0,Man,44,White,"No, not of Hispanic, Latino, or Spanish origin","Doctorate degree (for example: PhD, EdD)","$80,000-$89,999",In a civil union/partnership,Full-time,New York
5BCAF46467D742FC9EC8F3D5FF754D71,Woman,41,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$30,000-$39,999",Divorced,Full-time,Iowa
5BE2FD19A74B4FC5A58F81F792B31130,Man,22,Hawaiian,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$30,000-$39,999",Single,Unemployed,Hawaii
5C4237C0E9244D8B9BB2DFFC1A8A2D93,Woman,29,White,Prefer not to say,"Bachelor's degree (for example: BA, AB, BS)","Less than $10,000",Single,Part-time,Florida
5CB76BED4B3A4DC586B042B85960FE14,Woman,49,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$70,000-$79,999",Married,Full-time,Illinois
5CE0152EBA4F4BDEAE8F49D7CC8B30E3,Woman,46,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$90,000-$99,999",Married,Part-time,Tennessee
5CEE6A3A286F4719B90C4676FCD8E2FC,Man,40,Korean,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$70,000-$79,999",Married,Full-time,Georgia
5D0C8890E0204C78A41B79C23F5F445A,Woman,43,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$80,000-$89,999",Married,Unemployed,Missouri
5D1577B2E8AA40AE89F0B9B03044DA74,Woman,26,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$90,000-$99,999",In a relationship,Full-time,Wisconsin
5D494EDDAE23435D93B9FE8A42AC4542,Man,39,White,"No, not of Hispanic, Latino, or Spanish origin","Professional degree (for example: MD, DDS, DVM, LLB, JD)","$175,000-$199,999",Married,Full-time,Texas
5D5820374DC04680AAA6E5263110631B,Woman,26,Korean,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$70,000-$79,999",In a relationship,Part-time,Georgia
5D65A6E3605D42CEAA8043868C787403,Man,35,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$90,000-$99,999",Single,Part-time,New York
5D84E7FEE554447E86288ADD31896E83,Man,20,An ethnicity not listed here,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)","Some college, but no degree","$40,000-$49,999",In a relationship,Full-time,Florida
5E396C32E0B2479F8AD04A4D1AFF1EBB,Man,49,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$40,000-$49,999",Married,Full-time,California
5E492745B3E04BF5B0C6B2287C271A69,Man,38,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$20,000-$29,999",Divorced,Part-time,West Virginia
5E4EA8D56D1F42E2B96A89DA33833FCA,Man,24,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$100,000-$124,999",In a relationship,Student,Texas
5EB00885325645DEA082A3A791BB8AE3,Man,43,White,"No, not of Hispanic, Latino, or Spanish origin","Doctorate degree (for example: PhD, EdD)","$100,000-$124,999",Married,Full-time,NULL
5EB07F35F41340348C10B16E140D41CD,Woman,43,Korean,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$125,000-$149,999",Married,Full-time,Hawaii
5EE51F753E744CCFB294047E79D3AE52,Man,30,White,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$90,000-$99,999",Married,Full-time,Pennsylvania
5F026F06CA5A4400B8DA7A0EFBAB72D5,Woman,39,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$90,000-$99,999",Married,Unemployed,Ohio
5F0E1E7CAEFD40B5A4EA89F84FC5DD1D,Woman,57,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$30,000-$39,999",In a relationship,Full-time,Virginia
5F2597959DAF4493B833C6B242550D95,Man,45,Asian Indian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$200,000-$224,999",Married,Full-time,Indiana
5F7A839198A043C59933778B2AA76ACC,Man,23,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$100,000-$124,999",In a relationship,Student,Virginia
5F9E43249AF342C298FB2819B4D7E80E,Woman,34,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$10,000-$19,999",Married,Full-time,California
5FA5C3EF9195444A832F0AE438613FE8,Woman,64,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$30,000-$39,999",Divorced,Full-time,Louisiana
5FA7BB9C3C1949958EAFBD553DE5BD81,Woman,32,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$60,000-$69,999",Married,Full-time,Wisconsin
5FA8CD03C938437EA3E2AD01A3F29BBE,Woman,50,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$20,000-$29,999",Divorced,Full-time,Virginia
5FDB3BC862C84D0E943E024F2405F0E7,Woman,34,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$50,000-$59,999",Married,"Not in paid work (e.g., homemaker, disabled)",Kentucky
5FF5B2395F8E49718435D23064F243BA,Man,28,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$250,000 or more",Single,Full-time,Minnesota
607E4FC7E381417E9987975290D695EF,Man,52,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$100,000-$124,999",Divorced,Full-time,West Virginia
6092417075EB44E7A6C8B48F9A6CFB4B,Woman,38,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$250,000 or more",Married,Full-time,NULL
60AC34CB88474422A00F2AFD7B957A88,Woman,34,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$60,000-$69,999",Married,"Not in paid work (e.g., homemaker, disabled)",Kansas
60B62D2058D24418965396147B2746C3,Woman,67,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"Less than $10,000",Married,Retired,West Virginia
611A51924AB54625A816396B23C10A89,Man,42,White,"No, not of Hispanic, Latino, or Spanish origin","Professional degree (for example: MD, DDS, DVM, LLB, JD)","$20,000-$29,999",Single,Full-time,Oklahoma
6133082BF5C2429D9F9C02309668E7D9,Woman,42,Chinese,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$175,000-$199,999",Married,Full-time,NULL
615CC9830A9E40F1BCAC19540250BF10,Man,80,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$20,000-$29,999",Divorced,Retired,Oklahoma
616AF56E726A4531A45234B0AC750A68,Man,42,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$125,000-$149,999",Married,Full-time,Oregon
6197DE6F51D744019D6A4F4322B15B17,Man,27,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$50,000-$59,999",In a relationship,Full-time,Missouri
61F14322FFF74E95BD7755E775EEF00F,Man,57,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$80,000-$89,999",Married,Full-time,Louisiana
61FFB453863242FDA4ED125D8E818F3C,Man,30,Black or African American,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$50,000-$59,999",Single,Full-time,Ohio
620A0737096A40D6B0B59EA75BBA3FB1,Woman,64,White,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)","Some college, but no degree","$20,000-$29,999",Single,Unemployed,Hawaii
620A28295562477C82D2C93347869C3F,Woman,45,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$80,000-$89,999",Single,Full-time,Indiana
621CE27E3DFC46B7BB7BA417398F918A,Man,41,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$125,000-$149,999",Married,Full-time,Texas
62573FD55E8C414D9D3B8858935DBEA8,Woman,39,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$40,000-$49,999",In a civil union/partnership,Unemployed,Virginia
625E4C37BF96443290B89D5B905E4B58,Woman,36,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$70,000-$79,999",Single,Full-time,Georgia
6265E6719CC74F818FEADEF2DD050744,Woman,30,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$30,000-$39,999",Single,Full-time,Wisconsin
6266A893F700465EA07C444F8278880A,Man,46,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$90,000-$99,999",Married,Full-time,Florida
62AA33CD5DF341409E259838FB9FE08C,Woman,60,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$60,000-$69,999",Widowed,Full-time,Michigan
62EB20B81A284D258F50A30241CFFF86,Woman,70,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$60,000-$69,999",Married,Retired,Oregon
62F502ACB89E4CE288F05BFD3BE0DABA,Man,28,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$50,000-$59,999",Single,Unemployed,Pennsylvania
62F845DA81FF4D948AEAC0A541012217,Man,38,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$10,000-$19,999",Single,"Not in paid work (e.g., homemaker, disabled)",North Carolina
