ParticipantId,StartTime (Asia/Shanghai),CompletionTime (Asia/Shanghai),CompletionType,CompletionCode,Payment,Bonus,Fees,Status,Country Of Residence,Age,Education,Sex,English Language,Occupation Field,Relationship/Marital Status,Political Party,Ethnicity,Political Ideology,Gender,Voter Registration,Personal Income,Household Income,Sexual Orientation,Race,U.S. Citizenship,Employment Status,Transgender
4212895C1DBC44B0A7D67B7C186F5254,01/24/2024 09:55:34 AM,01/24/2024 09:59:36 AM,Redirect,,0,0,0,Pending,United States,27,"Bachelor's degree (for example: BA, AB, BS)",Female,Yes,Medicine,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Somewhat Conservative,Woman,Yes,"$90,000-$99,999","$250,000 or more",Heterosexual,White,Yes,Full-time,No
07994856BD944213BD589A588737BEBC,01/24/2024 09:55:37 AM,01/24/2024 10:01:50 AM,Redirect,,0,0,0,Pending,United States,46,"Associate degree (for example: AA, AS)",Male,No,Architecture and Construction,Married,Democrat,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)",Somewhat Liberal,Man,"No, and I am not eligible to vote.","$40,000-$49,999","$70,000-$79,999",Heterosexual,Black or African American,No,Part-time,No
1EC68FB44F3E4137B7AB7E4403CEB98F,01/24/2024 09:55:37 AM,01/24/2024 09:59:05 AM,Redirect,,0,0,0,Pending,United States,47,"Bachelor's degree (for example: BA, AB, BS)",Female,Yes,Other,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Conservative,Woman,Yes,"Less than $10,000","$150,0000-$174,999",Heterosexual,White,Yes,"Not in paid work (e.g., homemaker, disabled)",No
E905D6A9884A44019A23B6EEEF9E0B9A,01/24/2024 09:55:38 AM,01/24/2024 10:03:22 AM,Redirect,,0,0,0,Pending,United States,30,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Yes,Information Technology,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Liberal,Woman,Yes,"$70,000-$79,999","$70,000-$79,999",Heterosexual,White,Yes,Full-time,Yes
453E8B8456E9424FA9946D9509371D29,01/24/2024 09:55:39 AM,01/24/2024 10:01:37 AM,Redirect,,0,0,0,Pending,United States,68,High school graduate - high school diploma or the equivalent (for example: GED),Female,Yes,Retired,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Somewhat Liberal,Woman,Yes,"Less than $10,000","$20,000-$29,999",Heterosexual,Black or African American,Yes,Retired,No
04BA8334EAC24523ACDDB56653A2CFA9,01/24/2024 09:55:41 AM,01/24/2024 09:59:16 AM,Redirect,,0,0,0,Pending,United States,29,"Bachelor's degree (for example: BA, AB, BS)",Male,Yes,Finance,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Somewhat Liberal,Man,"No, but I am eligible to vote.","$100,000-$124,999",Prefer not to say,Heterosexual,Vietnamese,Yes,Full-time,No
606ECA7ADFD54A03AE5ADAF318F02188,01/24/2024 09:55:42 AM,01/24/2024 10:03:38 AM,Redirect,,0,0,0,Pending,United States,29,High school graduate - high school diploma or the equivalent (for example: GED),Female,Yes,Marketing and Sales,Single,Republican,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)",Conservative,Woman,"No, but I am eligible to vote.","$50,000-$59,999","$60,000-$69,999",Homosexual,Black or African American,Yes,Part-time,No
7D19CBF775E4416A8420C2FAC1BDD265,01/24/2024 09:55:49 AM,01/24/2024 10:04:41 AM,Redirect,,0,0,0,Pending,United States,62,"Bachelor's degree (for example: BA, AB, BS)",Male,No,Manufacturing,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Conservative,Man,Yes,"$100,000-$124,999","$100,000-$124,999",Heterosexual,White,Yes,Full-time,No
B76EA336606B44CEA4005B8861621321,01/24/2024 09:55:50 AM,01/24/2024 10:00:32 AM,Redirect,,0,0,0,Pending,United States,52,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Yes,Education & Training,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Somewhat Liberal,Woman,Yes,"$50,000-$59,999","$125,000-$149,999",Heterosexual,White,Yes,Full-time,No
E9778B8B9D824722BFE3556FE2ACFC04,01/24/2024 09:55:51 AM,01/24/2024 10:03:14 AM,Redirect,,0,0,0,Pending,United States,39,High school graduate - high school diploma or the equivalent (for example: GED),Male,Yes,Information Technology,Single,Republican,"No, not of Hispanic, Latino, or Spanish origin",Somewhat Conservative,Man,Yes,"$30,000-$39,999","$30,000-$39,999",Heterosexual,Black or African American,Yes,Full-time,No
5628228E9A0B46648B985C76A36E20B3,01/24/2024 09:55:52 AM,01/24/2024 09:59:31 AM,Redirect,,0,0,0,Pending,United States,59,High school graduate - high school diploma or the equivalent (for example: GED),Female,Yes,Other,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Somewhat Conservative,Woman,Yes,"$40,000-$49,999","$40,000-$49,999",Heterosexual,White,Yes,"Not in paid work (e.g., homemaker, disabled)",No
65F9D4592C174BD39829942508A82DDA,01/24/2024 09:55:53 AM,01/24/2024 10:00:33 AM,Redirect,,0,0,0,Pending,United States,35,"Some college, but no degree",Male,Yes,Information Technology,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Somewhat Conservative,Man,"No, but I am eligible to vote.","$60,000-$69,999","$125,000-$149,999",Heterosexual,White,Yes,Full-time,No
102038E6AD664BA19B007CCF1A8DAA42,01/24/2024 09:55:53 AM,01/24/2024 10:05:12 AM,Redirect,,0,0,0,Pending,United States,28,"Associate degree (for example: AA, AS)",Female,Yes,Finance,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Somewhat Liberal,Woman,Yes,"$20,000-$29,999","$50,000-$59,999",Heterosexual,White,Yes,Full-time,No
79A6CA4A11904E1A92F92385D609E206,01/24/2024 09:55:59 AM,01/24/2024 09:59:46 AM,Redirect,,0,0,0,Pending,United States,30,"Bachelor's degree (for example: BA, AB, BS)",Female,Yes,Legal,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Liberal,Woman,Yes,"$80,000-$89,999","$80,000-$89,999",Heterosexual,Black or African American,Yes,Full-time,No
7F77578DA66B42FE9D0696802D17B113,01/24/2024 09:55:59 AM,01/24/2024 10:03:04 AM,Redirect,,0,0,0,Pending,United States,21,"Some college, but no degree",Male,Yes,"Agriculture, Food and Natural Resources",Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Moderate,Man,Yes,"$10,000-$19,999","$10,000-$19,999",Heterosexual,White,Yes,Part-time,No
3D88E2914864433A8154ABA1E9B838BA,01/24/2024 09:55:59 AM,01/24/2024 10:01:37 AM,Redirect,,0,0,0,Pending,United States,52,"Bachelor's degree (for example: BA, AB, BS)",Male,Yes,Other,Single,Republican,"No, not of Hispanic, Latino, or Spanish origin",Somewhat Conservative,Man,Yes,"$100,000-$124,999","$100,000-$124,999",Heterosexual,White,Yes,Business Owner,No
5556B69CF17E47E5B2A64659E43400D2,01/24/2024 09:56:00 AM,01/24/2024 09:58:08 AM,Redirect,,0,0,0,Rejected,United States,32,"Bachelor's degree (for example: BA, AB, BS)",Female,Yes,Other,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Moderate,Woman,Yes,"Less than $10,000","$100,000-$124,999",Heterosexual,An ethnicity not listed here,No,"Not in paid work (e.g., homemaker, disabled)",No
6C67505D5D7C4FFA8E220504D91DB9CA,01/24/2024 09:56:03 AM,01/24/2024 09:59:15 AM,Redirect,,0,0,0,Pending,United States,63,"Bachelor's degree (for example: BA, AB, BS)",Male,Yes,Business Management & Administration,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Moderate,Man,Yes,"Less than $10,000","Less than $10,000",Heterosexual,White,Yes,Business Owner,No
1F7C736B047F40C381465D3293A13264,01/24/2024 09:56:04 AM,01/24/2024 09:58:13 AM,Redirect,,0,0,0,Pending,United States,21,"Associate degree (for example: AA, AS)",Male,Yes,Other,Single,Independent,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)",Liberal,Man,Yes,"Less than $10,000","$40,000-$49,999",Heterosexual,White,Yes,Student,No
64181C9BD6B14663B2E12AA8481ECCB8,01/24/2024 09:56:05 AM,,,,0,0,0,Returned,United States,37,"Some college, but no degree",Male,Yes,Information Technology,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Liberal,Man,Yes,"$30,000-$39,999","$40,000-$49,999",Heterosexual,White,Yes,Business Owner,No
ECB0463EFD804278A8AE4CEE3D360CBC,01/24/2024 09:56:05 AM,01/24/2024 09:58:38 AM,Redirect,,0,0,0,Pending,United States,20,High school graduate - high school diploma or the equivalent (for example: GED),Female,Yes,Medicine,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Liberal,Woman,Yes,"Less than $10,000","$150,0000-$174,999",Heterosexual,White,Yes,Student,No
0B245DC5CA8B4EE3925A0F9C78BCBFFE,01/24/2024 09:56:06 AM,01/24/2024 09:58:17 AM,Redirect,,0,0,0,Pending,United States,59,High school graduate - high school diploma or the equivalent (for example: GED),Male,Yes,Other,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Liberal,Man,Yes,"$40,000-$49,999","$40,000-$49,999",Heterosexual,White,Yes,Full-time,No
7888A2429F784143A381F03582A8DC5E,01/24/2024 09:56:06 AM,01/24/2024 09:59:26 AM,Redirect,,0,0,0,Pending,United States,34,"Associate degree (for example: AA, AS)",Male,Yes,Hospitality & Tourism,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Moderate,Man,Yes,"$30,000-$39,999","$20,000-$29,999",Heterosexual,White,Yes,Part-time,No
09CEA90ABB7A4BBDA84C66A126861C99,01/24/2024 09:56:07 AM,01/24/2024 10:03:24 AM,Redirect,,0,0,0,Pending,United States,35,"Some college, but no degree",Female,Yes,Business Management & Administration,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Liberal,Woman,Yes,"$10,000-$19,999","$70,000-$79,999",Heterosexual,Black or African American,Yes,Part-time,No
D068D2F350EC492CBC6CC40EFD4ACF19,01/24/2024 09:56:07 AM,01/24/2024 09:59:01 AM,Redirect,,0,0,0,Pending,United States,30,"Some college, but no degree",Male,Yes,Manufacturing,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Liberal,Man,Yes,"$30,000-$39,999","$30,000-$39,999",Asexual,White,Yes,Full-time,No
9D1A0770BA8B4EEDBAFD5FE8BBAABAB3,01/24/2024 09:56:07 AM,01/24/2024 10:00:33 AM,Redirect,,0,0,0,Pending,United States,25,"Bachelor's degree (for example: BA, AB, BS)",Male,Yes,"Science, Technology, Engineering & Mathematics",Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Liberal,Man,Yes,"$40,000-$49,999","$100,000-$124,999",Heterosexual,Black or African American,Yes,Part-time,No
AE30603302A84592BF0176B635CC156F,01/24/2024 09:56:08 AM,01/24/2024 09:57:11 AM,Manual,Manually Submitted,0,0,0,Returned,United States,31,"Bachelor's degree (for example: BA, AB, BS)",Female,Yes,Education & Training,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Somewhat Liberal,Woman,Yes,"Less than $10,000","Less than $10,000",Bisexual,White,Yes,Student,No
F12BB70478D14B729CE2346865E34F17,01/24/2024 09:56:13 AM,01/24/2024 09:58:24 AM,Redirect,,0,0,0,Pending,United States,43,"Bachelor's degree (for example: BA, AB, BS)",Female,Yes,Finance,Married,Something else,"No, not of Hispanic, Latino, or Spanish origin",Moderate,Woman,Yes,"$10,000-$19,999","$175,000-$199,999",Heterosexual,White,Yes,Part-time,No
4CA01E3524CF4A1A9902839DB3534A62,01/24/2024 09:56:14 AM,01/24/2024 09:58:50 AM,Redirect,,0,0,0,Pending,United States,19,"Some college, but no degree",Male,Yes,Other,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Somewhat Liberal,Man,"No, but I am eligible to vote.","Less than $10,000","$70,000-$79,999",Heterosexual,Chinese,Yes,Student,No
5C533D9DF36844478DCFDC802EA665AE,01/24/2024 09:56:14 AM,01/24/2024 10:00:04 AM,Redirect,,0,0,0,Pending,United States,25,"Bachelor's degree (for example: BA, AB, BS)",Female,Yes,Arts,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Liberal,Woman,Yes,"$40,000-$49,999","$40,000-$49,999",Heterosexual,White,Yes,Full-time,No
9F4DD62EA1A64B09829DAA2B24A3989F,01/24/2024 09:56:15 AM,01/24/2024 10:00:35 AM,Redirect,,0,0,0,Pending,United States,42,"Associate degree (for example: AA, AS)",Male,Yes,Arts,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Liberal,Man,Yes,"$90,000-$99,999","$90,000-$99,999",Heterosexual,White,Yes,Full-time,No
E4E86026F8E34035BF2702039FBDF5DF,01/24/2024 09:56:17 AM,01/24/2024 10:01:49 AM,Redirect,,0,0,0,Rejected,United States,22,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Yes,Information Technology,In a relationship,Independent,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)",Moderate,Prefer not to say,Yes,"$40,000-$49,999",Prefer not to say,Heterosexual,Black or African American,Yes,Full-time,Prefer not to say
BEB7852BA58641CAA0986354E13DE627,01/24/2024 09:56:17 AM,01/24/2024 09:59:56 AM,Redirect,,0,0,0,Pending,United States,22,"Some college, but no degree",Female,Yes,"Science, Technology, Engineering & Mathematics",Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Liberal,Man,Yes,"Less than $10,000","$250,000 or more",Bisexual,White,Yes,Student,Yes
65E31AB557A147B8908D4B38EB0A712D,01/24/2024 09:56:18 AM,01/24/2024 09:59:31 AM,Redirect,,0,0,0,Pending,United States,26,"Bachelor's degree (for example: BA, AB, BS)",Female,Yes,Arts,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Moderate,Woman,Yes,"$30,000-$39,999","$30,000-$39,999",Heterosexual,White,Yes,Part-time,No
A2A246CDC1B2414EAABCE3202019AA37,01/24/2024 09:56:19 AM,01/24/2024 10:01:08 AM,Redirect,,0,0,0,Pending,United States,46,"Associate degree (for example: AA, AS)",Female,Yes,Medicine,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Moderate,Woman,Yes,"$70,000-$79,999","$150,0000-$174,999",Heterosexual,White,Yes,Full-time,No
E77E921E4D2C47ED94BF71DEB4D7E4F7,01/24/2024 09:56:20 AM,01/24/2024 09:59:03 AM,Redirect,,0,0,0,Pending,United States,53,"Some college, but no degree",Female,Yes,Retired,Divorced,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Somewhat Liberal,Woman,Yes,"$30,000-$39,999","$30,000-$39,999",Heterosexual,White,Yes,"Not in paid work (e.g., homemaker, disabled)",No
4C906ACB19764635A2683367A6374361,01/24/2024 09:56:20 AM,01/24/2024 10:01:49 AM,Redirect,,0,0,0,Pending,United States,42,High school graduate - high school diploma or the equivalent (for example: GED),Female,Yes,Other,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Moderate,Woman,Yes,"$30,000-$39,999","$100,000-$124,999",Heterosexual,White,Yes,Business Owner,No
8BADD1C4B3DF42ACA13060529DCC42EF,01/24/2024 09:56:20 AM,01/24/2024 10:00:17 AM,Redirect,,0,0,0,Pending,United States,18,High school graduate - high school diploma or the equivalent (for example: GED),Male,Yes,Architecture and Construction,In a civil union/partnership,Republican,"No, not of Hispanic, Latino, or Spanish origin",Moderate,Man,"No, but I am eligible to vote.","$10,000-$19,999","$20,000-$29,999",Heterosexual,White,Yes,Full-time,No
6B4C8A099BB44AAC848E17D8C85C46B0,01/24/2024 09:56:23 AM,01/24/2024 10:00:32 AM,Redirect,,0,0,0,Pending,United States,24,"Some college, but no degree",Female,Yes,Arts,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Liberal,Non-binary,Yes,"Less than $10,000","Less than $10,000",Asexual,White,Yes,Part-time,Yes
ABE9DF866F0047DDB4A5DAD0B421EBE6,01/24/2024 09:56:24 AM,01/24/2024 10:00:41 AM,Redirect,,0,0,0,Pending,United States,24,"Bachelor's degree (for example: BA, AB, BS)",Male,Yes,Medicine,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Liberal,Man,Yes,"$30,000-$39,999","$50,000-$59,999",Homosexual,Black or African American,Yes,Full-time,No
5E2AB69DB6D84491BC8224026339A7E7,01/24/2024 09:56:27 AM,01/24/2024 09:58:31 AM,Redirect,,0,0,0,Pending,United States,30,"Bachelor's degree (for example: BA, AB, BS)",Male,Yes,Other,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Liberal,Man,Yes,"Less than $10,000","$250,000 or more",Heterosexual,White,Yes,Student,No
E01634E9B02C4EB18C7CDA89EEBCF15F,01/24/2024 09:56:29 AM,01/24/2024 10:00:44 AM,Redirect,,0,0,0,Pending,United States,55,"Associate degree (for example: AA, AS)",Female,Yes,Medicine,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Moderate,Woman,Yes,"$30,000-$39,999","$30,000-$39,999",Heterosexual,White,Yes,Full-time,No
52994AD2481C4E559080438A79643EAC,01/24/2024 09:56:31 AM,01/24/2024 10:00:01 AM,Redirect,,0,0,0,Pending,United States,38,"Bachelor's degree (for example: BA, AB, BS)",Female,Yes,Other,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Somewhat Conservative,Woman,Yes,"$10,000-$19,999","$60,000-$69,999",Heterosexual,White,Yes,Part-time,No
9EC56ACCFC3E44DEBB44FF24DFB2CA58,01/24/2024 09:56:32 AM,01/24/2024 09:58:44 AM,Redirect,,0,0,0,Pending,United States,26,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,No,Government & Public Administration,In a relationship,Democrat,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)",Liberal,Woman,Yes,"$50,000-$59,999","$50,000-$59,999",Heterosexual,American Indian or Alaska Native,Yes,Full-time,No
2F7A9CBCC479414FB075DC249364A3F0,01/24/2024 09:56:33 AM,01/24/2024 09:58:44 AM,Redirect,,0,0,0,Pending,United States,27,"Bachelor's degree (for example: BA, AB, BS)",Male,Yes,"Science, Technology, Engineering & Mathematics",Single,Republican,"No, not of Hispanic, Latino, or Spanish origin",Conservative,Man,Yes,"$80,000-$89,999","$80,000-$89,999",Heterosexual,White,Yes,Full-time,No
3684B7AA011B49AB851560B323FED266,01/24/2024 09:56:35 AM,01/24/2024 09:58:31 AM,Redirect,,0,0,0,Pending,United States,29,High school graduate - high school diploma or the equivalent (for example: GED),Male,Yes,Other,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Somewhat Liberal,Man,Yes,"Less than $10,000","$80,000-$89,999",Heterosexual,White,Yes,Unemployed,No
8CEF6F2D5942438ABF5D94BF0E4D4E56,01/24/2024 09:56:39 AM,01/24/2024 09:58:28 AM,Redirect,,0,0,0,Pending,United States,27,"Bachelor's degree (for example: BA, AB, BS)",Male,Yes,Arts,In a relationship,Independent,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)",Liberal,Man,Yes,"$30,000-$39,999","$30,000-$39,999",Heterosexual,White,Yes,Part-time,No
C5AF928339E04282A78E0D7D1C0B8097,01/24/2024 09:56:39 AM,01/24/2024 10:02:28 AM,Redirect,,0,0,0,Pending,United States,53,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Yes,Manufacturing,Single,Republican,"No, not of Hispanic, Latino, or Spanish origin",Moderate,Man,"No, but I am eligible to vote.","$10,000-$19,999","$10,000-$19,999",Sexual orientation not listed,White,Yes,Part-time,No
B2923BDD4947444895D865C09B65DCE7,01/24/2024 09:56:39 AM,01/24/2024 10:01:13 AM,Redirect,,0,0,0,Pending,United States,36,"Bachelor's degree (for example: BA, AB, BS)",Female,Yes,Arts,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Somewhat Liberal,Woman,Yes,"$50,000-$59,999","$50,000-$59,999",Heterosexual,Black or African American,Yes,Full-time,No
5B51C2E3CF214D3298BEEBCCE99B63F4,01/24/2024 09:56:41 AM,01/24/2024 09:59:07 AM,Redirect,,0,0,0,Pending,United States,24,"Some college, but no degree",Male,Yes,Arts,Single,Democrat,"Yes, Mexican, Mexican Am., Chicano",Liberal,Man,Yes,"Less than $10,000","$60,000-$69,999",Bisexual,White,Yes,Unemployed,No
AD5EB6696FC948BAAD07CEA96A935850,01/24/2024 09:56:42 AM,01/24/2024 10:00:27 AM,Redirect,,0,0,0,Pending,United States,36,"Some college, but no degree",Male,Yes,Other,Single,Something else,"No, not of Hispanic, Latino, or Spanish origin",Liberal,Man,"No, but I am eligible to vote.","Less than $10,000","$20,000-$29,999",Heterosexual,White,Yes,Unemployed,No
7E6F60311BD54BE0A18C68F0CCF65158,01/24/2024 09:56:43 AM,01/24/2024 09:58:34 AM,Redirect,,0,0,0,Pending,United States,32,"Bachelor's degree (for example: BA, AB, BS)",Female,Yes,Other,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Somewhat Liberal,Woman,Yes,Prefer not to say,Prefer not to say,Heterosexual,Other,Yes,Unemployed,No
5238D021ADCB4B01A28B831A9B9F9484,01/24/2024 09:56:43 AM,01/24/2024 09:59:47 AM,Redirect,,0,0,0,Pending,United States,19,"Some college, but no degree",Female,Yes,"Science, Technology, Engineering & Mathematics",Single,Something else,"No, not of Hispanic, Latino, or Spanish origin",Liberal,Woman,Yes,"Less than $10,000","$80,000-$89,999",Bisexual,White,Yes,Student,No
118EEC57A1F142BFAF7C1AC46EC3DAAC,01/24/2024 09:56:54 AM,01/24/2024 10:01:27 AM,Redirect,,0,0,0,Pending,United States,25,"Bachelor's degree (for example: BA, AB, BS)",Female,Yes,Other,In a relationship,Independent,"No, not of Hispanic, Latino, or Spanish origin",Moderate,Woman,Yes,"$40,000-$49,999","$50,000-$59,999",Bisexual,White,Yes,Full-time,No
0E61CE23A6B14B9C9C3521FFEA15B30B,01/24/2024 09:56:57 AM,01/24/2024 09:59:16 AM,Redirect,,0,0,0,Rejected,United States,19,"Bachelor's degree (for example: BA, AB, BS)",Male,Yes,Finance,Single,Republican,"No, not of Hispanic, Latino, or Spanish origin",Conservative,Man,Yes,"$125,000-$149,999","$125,000-$149,999",Heterosexual,White,Yes,Part-time,No
A3BE49A9E92C4E6DBBC9B6EA70CC9AA9,01/24/2024 09:57:16 AM,01/24/2024 09:59:57 AM,Redirect,,0,0,0,Pending,United States,59,"Bachelor's degree (for example: BA, AB, BS)",Female,Yes,Manufacturing,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Moderate,Woman,Yes,"$100,000-$124,999","$125,000-$149,999",Heterosexual,White,Yes,Full-time,No
18991F091EDE4E179D526DF5D141E490,01/24/2024 09:57:20 AM,01/24/2024 10:00:52 AM,Redirect,,0,0,0,Pending,United States,44,High school graduate - high school diploma or the equivalent (for example: GED),Male,Yes,Other,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Somewhat Liberal,Man,"No, but I am eligible to vote.","$10,000-$19,999","$20,000-$29,999",Heterosexual,White,Yes,"Not in paid work (e.g., homemaker, disabled)",No
1FD74281BB4C493197941F7A59EF21F7,01/24/2024 09:57:22 AM,01/24/2024 10:01:11 AM,Redirect,,0,0,0,Pending,United States,30,"Bachelor's degree (for example: BA, AB, BS)",Male,Yes,Business Management & Administration,Single,Independent,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)",Somewhat Liberal,Man,"No, but I am eligible to vote.","$50,000-$59,999","$50,000-$59,999",Heterosexual,White,Yes,Prefer not to say,No
0CFB669F3AF94CE396B69238992137B2,01/24/2024 09:57:24 AM,01/24/2024 10:03:33 AM,Redirect,,0,0,0,Pending,United States,55,"Bachelor's degree (for example: BA, AB, BS)",Male,Yes,Architecture and Construction,Single,Republican,"No, not of Hispanic, Latino, or Spanish origin",Somewhat Liberal,Man,Yes,"$30,000-$39,999","$30,000-$39,999",Heterosexual,White,Yes,Full-time,No
98B5E42FE2DB421E87850A708B590B36,01/24/2024 09:57:26 AM,01/24/2024 10:01:02 AM,Redirect,,0,0,0,Pending,United States,39,High school graduate - high school diploma or the equivalent (for example: GED),Male,Yes,I’d Rather Not Say,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Somewhat Liberal,Man,Yes,"$10,000-$19,999","$10,000-$19,999",Heterosexual,White,Yes,Unemployed,No
77AA5E75B3A94A6B8A6A34CE2C18E016,01/24/2024 09:57:28 AM,01/24/2024 09:59:40 AM,Redirect,,0,0,0,Pending,United States,30,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Yes,Information Technology,Divorced,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Somewhat Liberal,Man,Yes,"$80,000-$89,999","$100,000-$124,999",Heterosexual,White,Yes,Full-time,No
B90B293930CE4EB4B0BEBA8CB19730D9,01/24/2024 09:57:30 AM,01/24/2024 09:59:19 AM,Redirect,,0,0,0,Pending,United States,39,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Yes,Marketing and Sales,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Somewhat Liberal,Man,Yes,"$50,000-$59,999","$50,000-$59,999",Heterosexual,White,Yes,Full-time,No
41727315B3A04DBCA4151E0725E83D93,01/24/2024 09:57:30 AM,01/24/2024 10:00:45 AM,Redirect,,0,0,0,Pending,United States,43,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Yes,Other,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Somewhat Liberal,Woman,Yes,"Less than $10,000","$90,000-$99,999",Asexual,White,Yes,Unemployed,No
1CA4F3E5BE79450C9562651D316B37D0,01/24/2024 09:57:33 AM,01/24/2024 10:01:23 AM,Redirect,,0,0,0,Pending,United States,24,"Bachelor's degree (for example: BA, AB, BS)",Male,Yes,Business Management & Administration,Single,Prefer not to say,"No, not of Hispanic, Latino, or Spanish origin",Somewhat Liberal,Man,Yes,"$100,000-$124,999","$250,000 or more",Heterosexual,Vietnamese,Yes,Full-time,No
8D8E1FD227734441804B364B890AF2D1,01/24/2024 09:57:39 AM,01/24/2024 10:00:33 AM,Redirect,,0,0,0,Pending,United States,56,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Yes,Education & Training,Divorced,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Moderate,Man,Yes,"$70,000-$79,999","$70,000-$79,999",Heterosexual,White,Yes,Full-time,No
41C6C61F06C94686BB8ECF0E53E42DB8,01/24/2024 09:57:40 AM,01/24/2024 10:02:54 AM,Redirect,,0,0,0,Pending,United States,27,"Bachelor's degree (for example: BA, AB, BS)",Female,Yes,Other,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Somewhat Conservative,Woman,Yes,"$10,000-$19,999","$50,000-$59,999",Heterosexual,White,Yes,"Not in paid work (e.g., homemaker, disabled)",No
9664957502D74D3C8F6E6D05FBD2BC06,01/24/2024 09:57:46 AM,01/24/2024 10:02:55 AM,Redirect,,0,0,0,Pending,United States,53,"Bachelor's degree (for example: BA, AB, BS)",Male,Yes,Other,Divorced,Republican,"No, not of Hispanic, Latino, or Spanish origin",Conservative,Man,Yes,"Less than $10,000","$40,000-$49,999",Heterosexual,White,Yes,Part-time,No
