participantId,experiment_type,idx_of_question,who,who_answers_first,answer,ideology,ideology_from_labels,first_answer,first_ideology,human_answer,human_ideology,human_ideology_from_labels,bot_detected,ideology_all_zeros
8BCD3165FC8844EB885C6F0E3D93C1F7,condition_1,2,0,0,-2.6,-0.5,,-2.6,-0.5,2.666666666666666,-0.8,,False,False
8BCD3165FC8844EB885C6F0E3D93C1F7,condition_1,2,1,0,2.666666666666666,-0.8,,-2.6,-0.5,2.666666666666666,-0.8,,,False
8BCD3165FC8844EB885C6F0E3D93C1F7,condition_1,2,2,0,-2.9611843979113885,0.9,,-2.6,-0.5,2.666666666666666,-0.8,,False,False
8BCD3165FC8844EB885C6F0E3D93C1F7,condition_1,4,0,0,-0.9,-0.5,,-0.9,-0.5,1.0,-0.8,,False,False
8BCD3165FC8844EB885C6F0E3D93C1F7,condition_1,4,1,0,1.0,-0.8,,-0.9,-0.5,1.0,-0.8,,,False
8BCD3165FC8844EB885C6F0E3D93C1F7,condition_1,4,2,0,-0.04261549854197799,0.9,,-0.9,-0.5,1.0,-0.8,,False,False
8BCD3165FC8844EB885C6F0E3D93C1F7,condition_1,0,0,2,0.5093620021107115,-0.5,,-2.3,0.9,0.0,-0.8,,False,False
8BCD3165FC8844EB885C6F0E3D93C1F7,condition_1,0,1,2,0.0,-0.8,,-2.3,0.9,0.0,-0.8,,,False
8BCD3165FC8844EB885C6F0E3D93C1F7,condition_1,0,2,2,-2.3,0.9,,-2.3,0.9,0.0,-0.8,,False,False
8BCD3165FC8844EB885C6F0E3D93C1F7,condition_1,1,0,1,-0.06495197552886989,-0.5,,-0.2,-0.8,-0.2,-0.8,,False,False
8BCD3165FC8844EB885C6F0E3D93C1F7,condition_1,1,1,1,-0.2,-0.8,,-0.2,-0.8,-0.2,-0.8,,,False
8BCD3165FC8844EB885C6F0E3D93C1F7,condition_1,1,2,1,-2.970172454498937,0.9,,-0.2,-0.8,-0.2,-0.8,,False,False
8BCD3165FC8844EB885C6F0E3D93C1F7,condition_1,5,0,2,-1.2239586508059823,-0.5,,-1.6,0.9,-1.8,-0.8,,False,False
8BCD3165FC8844EB885C6F0E3D93C1F7,condition_1,5,1,2,-1.8,-0.8,,-1.6,0.9,-1.8,-0.8,,,False
8BCD3165FC8844EB885C6F0E3D93C1F7,condition_1,5,2,2,-1.6,0.9,,-1.6,0.9,-1.8,-0.8,,False,False
8E3BA3BA0E144E2CB242FA05142CA2DB,condition_1,3,0,1,0.9124253965925018,0.9,,1.9000000000000004,0.2,1.9000000000000004,0.2,,False,False
8E3BA3BA0E144E2CB242FA05142CA2DB,condition_1,3,1,1,1.9000000000000004,0.2,,1.9000000000000004,0.2,1.9000000000000004,0.2,,,False
8E3BA3BA0E144E2CB242FA05142CA2DB,condition_1,3,2,1,-0.40026869183428593,0.1,,1.9000000000000004,0.2,1.9000000000000004,0.2,,False,False
8E3BA3BA0E144E2CB242FA05142CA2DB,condition_1,2,0,0,-2.8666666666666667,0.9,,-2.8666666666666667,0.9,0.8666666666666663,0.2,,False,False
8E3BA3BA0E144E2CB242FA05142CA2DB,condition_1,2,1,0,0.8666666666666663,0.2,,-2.8666666666666667,0.9,0.8666666666666663,0.2,,,False
8E3BA3BA0E144E2CB242FA05142CA2DB,condition_1,2,2,0,-1.9041985563796602,0.1,,-2.8666666666666667,0.9,0.8666666666666663,0.2,,False,False
8E3BA3BA0E144E2CB242FA05142CA2DB,condition_1,1,0,1,1.5034601581006815,0.9,,1.0,0.2,1.0,0.2,,False,False
8E3BA3BA0E144E2CB242FA05142CA2DB,condition_1,1,1,1,1.0,0.2,,1.0,0.2,1.0,0.2,,,False
8E3BA3BA0E144E2CB242FA05142CA2DB,condition_1,1,2,1,2.9518330920893483,0.1,,1.0,0.2,1.0,0.2,,False,False
8E3BA3BA0E144E2CB242FA05142CA2DB,condition_1,5,0,0,0.8,0.9,,0.8,0.9,0.4,0.2,,False,False
8E3BA3BA0E144E2CB242FA05142CA2DB,condition_1,5,1,0,0.4,0.2,,0.8,0.9,0.4,0.2,,,False
8E3BA3BA0E144E2CB242FA05142CA2DB,condition_1,5,2,0,-1.0070424621831866,0.1,,0.8,0.9,0.4,0.2,,False,False
8E3BA3BA0E144E2CB242FA05142CA2DB,condition_1,0,0,2,2.5934704794881176,0.9,,2.8,0.1,1.0,0.2,,False,False
8E3BA3BA0E144E2CB242FA05142CA2DB,condition_1,0,1,2,1.0,0.2,,2.8,0.1,1.0,0.2,,,False
8E3BA3BA0E144E2CB242FA05142CA2DB,condition_1,0,2,2,2.8,0.1,,2.8,0.1,1.0,0.2,,False,False
8E3BA3BA0E144E2CB242FA05142CA2DB,condition_1,4,0,2,2.247366262779779,0.9,,0.1,0.1,1.3,0.2,,False,False
8E3BA3BA0E144E2CB242FA05142CA2DB,condition_1,4,1,2,1.3,0.2,,0.1,0.1,1.3,0.2,,,False
8E3BA3BA0E144E2CB242FA05142CA2DB,condition_1,4,2,2,0.1,0.1,,0.1,0.1,1.3,0.2,,False,False
8E540E9A87E64F10B502EBEFC259E6D8,condition_1,0,0,1,-2.9408909160244656,-1,,-1.0,1.0,-1.0,1.0,,True,False
8E540E9A87E64F10B502EBEFC259E6D8,condition_1,0,1,1,-1.0,1,,-1.0,1.0,-1.0,1.0,,,False
8E540E9A87E64F10B502EBEFC259E6D8,condition_1,0,2,1,0.40483785450642884,-1,,-1.0,1.0,-1.0,1.0,,True,False
8E540E9A87E64F10B502EBEFC259E6D8,condition_1,5,0,0,0.7,-1,,0.7,-1.0,1.0,1.0,,True,False
8E540E9A87E64F10B502EBEFC259E6D8,condition_1,5,1,0,1.0,1,,0.7,-1.0,1.0,1.0,,,False
8E540E9A87E64F10B502EBEFC259E6D8,condition_1,5,2,0,0.902818937290423,-1,,0.7,-1.0,1.0,1.0,,True,False
8E540E9A87E64F10B502EBEFC259E6D8,condition_1,3,0,2,1.674207831436612,-1,,1.6999999999999993,-1.0,2.6500000000000004,1.0,,True,False
8E540E9A87E64F10B502EBEFC259E6D8,condition_1,3,1,2,2.6500000000000004,1,,1.6999999999999993,-1.0,2.6500000000000004,1.0,,,False
8E540E9A87E64F10B502EBEFC259E6D8,condition_1,3,2,2,1.6999999999999993,-1,,1.6999999999999993,-1.0,2.6500000000000004,1.0,,True,False
8E540E9A87E64F10B502EBEFC259E6D8,condition_1,2,0,0,1.333333333333333,-1,,1.333333333333333,-1.0,2.0,1.0,,True,False
8E540E9A87E64F10B502EBEFC259E6D8,condition_1,2,1,0,2.0,1,,1.333333333333333,-1.0,2.0,1.0,,,False
8E540E9A87E64F10B502EBEFC259E6D8,condition_1,2,2,0,1.5045047344601805,-1,,1.333333333333333,-1.0,2.0,1.0,,True,False
8E540E9A87E64F10B502EBEFC259E6D8,condition_1,4,0,1,0.40991825143848803,-1,,2.0,1.0,2.0,1.0,,True,False
8E540E9A87E64F10B502EBEFC259E6D8,condition_1,4,1,1,2.0,1,,2.0,1.0,2.0,1.0,,,False
8E540E9A87E64F10B502EBEFC259E6D8,condition_1,4,2,1,-0.8114450830449247,-1,,2.0,1.0,2.0,1.0,,True,False
8E540E9A87E64F10B502EBEFC259E6D8,condition_1,1,0,2,-2.433944628956829,-1,,-1.4,-1.0,-3.0,1.0,,True,False
8E540E9A87E64F10B502EBEFC259E6D8,condition_1,1,1,2,-3.0,1,,-1.4,-1.0,-3.0,1.0,,,False
8E540E9A87E64F10B502EBEFC259E6D8,condition_1,1,2,2,-1.4,-1,,-1.4,-1.0,-3.0,1.0,,True,False
8E9D0505A9554113A9CF2A3C10FD70F5,condition_1,1,0,1,-2.8827570888466996,-0.3,,1.3,-0.7,1.3,-0.7,,False,False
8E9D0505A9554113A9CF2A3C10FD70F5,condition_1,1,1,1,1.3,-0.7,,1.3,-0.7,1.3,-0.7,,,False
8E9D0505A9554113A9CF2A3C10FD70F5,condition_1,1,2,1,0.7462290311411284,-1.1,,1.3,-0.7,1.3,-0.7,,False,False
8E9D0505A9554113A9CF2A3C10FD70F5,condition_1,5,0,1,1.5845330768493815,-0.3,,2.2,-0.7,2.2,-0.7,,False,False
8E9D0505A9554113A9CF2A3C10FD70F5,condition_1,5,1,1,2.2,-0.7,,2.2,-0.7,2.2,-0.7,,,False
8E9D0505A9554113A9CF2A3C10FD70F5,condition_1,5,2,1,1.131925183537871,-1.1,,2.2,-0.7,2.2,-0.7,,False,False
8E9D0505A9554113A9CF2A3C10FD70F5,condition_1,0,0,0,1.3,-0.3,,1.3,-0.3,2.8,-0.7,,False,False
8E9D0505A9554113A9CF2A3C10FD70F5,condition_1,0,1,0,2.8,-0.7,,1.3,-0.3,2.8,-0.7,,,False
8E9D0505A9554113A9CF2A3C10FD70F5,condition_1,0,2,0,2.4741185988276087,-1.1,,1.3,-0.3,2.8,-0.7,,False,False
8E9D0505A9554113A9CF2A3C10FD70F5,condition_1,2,0,2,0.622103660531153,-0.3,,-1.666666666666667,-1.1,1.0,-0.7,,False,False
8E9D0505A9554113A9CF2A3C10FD70F5,condition_1,2,1,2,1.0,-0.7,,-1.666666666666667,-1.1,1.0,-0.7,,,False
8E9D0505A9554113A9CF2A3C10FD70F5,condition_1,2,2,2,-1.666666666666667,-1.1,,-1.666666666666667,-1.1,1.0,-0.7,,False,False
8E9D0505A9554113A9CF2A3C10FD70F5,condition_1,4,0,0,2.1,-0.3,,2.1,-0.3,1.3,-0.7,,False,False
8E9D0505A9554113A9CF2A3C10FD70F5,condition_1,4,1,0,1.3,-0.7,,2.1,-0.3,1.3,-0.7,,,False
8E9D0505A9554113A9CF2A3C10FD70F5,condition_1,4,2,0,2.059653678898676,-1.1,,2.1,-0.3,1.3,-0.7,,False,False
8E9D0505A9554113A9CF2A3C10FD70F5,condition_1,3,0,2,-1.4649852218905957,-0.3,,2.8499999999999996,-1.1,2.0,-0.7,,False,False
8E9D0505A9554113A9CF2A3C10FD70F5,condition_1,3,1,2,2.0,-0.7,,2.8499999999999996,-1.1,2.0,-0.7,,,False
8E9D0505A9554113A9CF2A3C10FD70F5,condition_1,3,2,2,2.8499999999999996,-1.1,,2.8499999999999996,-1.1,2.0,-0.7,,False,False
8F5414CE2D9E4C7A951163D49341C4F1,condition_1,3,0,1,-2.2758583119043196,-1,,1.0,1.0,1.0,1.0,,False,False
8F5414CE2D9E4C7A951163D49341C4F1,condition_1,3,1,1,1.0,1,,1.0,1.0,1.0,1.0,,,False
8F5414CE2D9E4C7A951163D49341C4F1,condition_1,3,2,1,-1.730448166290574,-1,,1.0,1.0,1.0,1.0,,False,False
8F5414CE2D9E4C7A951163D49341C4F1,condition_1,1,0,1,0.976482898063904,-1,,1.0,1.0,1.0,1.0,,False,False
8F5414CE2D9E4C7A951163D49341C4F1,condition_1,1,1,1,1.0,1,,1.0,1.0,1.0,1.0,,,False
8F5414CE2D9E4C7A951163D49341C4F1,condition_1,1,2,1,2.8870192647168373,-1,,1.0,1.0,1.0,1.0,,False,False
8F5414CE2D9E4C7A951163D49341C4F1,condition_1,4,0,2,-1.8015514936918373,-1,,1.4,-1.0,-1.9,1.0,,False,False
8F5414CE2D9E4C7A951163D49341C4F1,condition_1,4,1,2,-1.9,1,,1.4,-1.0,-1.9,1.0,,,False
8F5414CE2D9E4C7A951163D49341C4F1,condition_1,4,2,2,1.4,-1,,1.4,-1.0,-1.9,1.0,,False,False
8F5414CE2D9E4C7A951163D49341C4F1,condition_1,0,0,2,2.9434863356193244,-1,,1.3,-1.0,-1.0,1.0,,False,False
8F5414CE2D9E4C7A951163D49341C4F1,condition_1,0,1,2,-1.0,1,,1.3,-1.0,-1.0,1.0,,,False
8F5414CE2D9E4C7A951163D49341C4F1,condition_1,0,2,2,1.3,-1,,1.3,-1.0,-1.0,1.0,,False,False
8F5414CE2D9E4C7A951163D49341C4F1,condition_1,5,0,0,1.2,-1,,1.2,-1.0,-1.1,1.0,,False,False
8F5414CE2D9E4C7A951163D49341C4F1,condition_1,5,1,0,-1.1,1,,1.2,-1.0,-1.1,1.0,,,False
8F5414CE2D9E4C7A951163D49341C4F1,condition_1,5,2,0,-2.3973153609189906,-1,,1.2,-1.0,-1.1,1.0,,False,False
8F5414CE2D9E4C7A951163D49341C4F1,condition_1,2,0,0,0.9333333333333336,-1,,0.9333333333333336,-1.0,1.2666666666666655,1.0,,False,False
8F5414CE2D9E4C7A951163D49341C4F1,condition_1,2,1,0,1.2666666666666655,1,,0.9333333333333336,-1.0,1.2666666666666655,1.0,,,False
8F5414CE2D9E4C7A951163D49341C4F1,condition_1,2,2,0,-0.28446360378347446,-1,,0.9333333333333336,-1.0,1.2666666666666655,1.0,,False,False
8FD1D7CFE8C146558D361B11982CFF04,condition_1,3,0,1,-2.6870406359162935,-0.6,,-2.9499999999999993,1.0,-2.9499999999999993,1.0,,False,False
8FD1D7CFE8C146558D361B11982CFF04,condition_1,3,1,1,-2.9499999999999993,1,,-2.9499999999999993,1.0,-2.9499999999999993,1.0,,,False
8FD1D7CFE8C146558D361B11982CFF04,condition_1,3,2,1,-2.7610732902768444,-0.6,,-2.9499999999999993,1.0,-2.9499999999999993,1.0,,False,False
8FD1D7CFE8C146558D361B11982CFF04,condition_1,1,0,0,-2.4,-0.6,,-2.4,-0.6,0.0,1.0,,False,False
8FD1D7CFE8C146558D361B11982CFF04,condition_1,1,1,0,0.0,1,,-2.4,-0.6,0.0,1.0,,,False
8FD1D7CFE8C146558D361B11982CFF04,condition_1,1,2,0,-1.2748589229642913,-0.6,,-2.4,-0.6,0.0,1.0,,False,False
8FD1D7CFE8C146558D361B11982CFF04,condition_1,0,0,1,-0.5662682147396558,-0.6,,3.0,1.0,3.0,1.0,,False,False
8FD1D7CFE8C146558D361B11982CFF04,condition_1,0,1,1,3.0,1,,3.0,1.0,3.0,1.0,,,False
8FD1D7CFE8C146558D361B11982CFF04,condition_1,0,2,1,-0.9882764637107075,-0.6,,3.0,1.0,3.0,1.0,,False,False
8FD1D7CFE8C146558D361B11982CFF04,condition_1,4,0,2,-1.6508954893043504,-0.6,,1.0,-0.6,0.0,1.0,,False,False
8FD1D7CFE8C146558D361B11982CFF04,condition_1,4,1,2,0.0,1,,1.0,-0.6,0.0,1.0,,,False
8FD1D7CFE8C146558D361B11982CFF04,condition_1,4,2,2,1.0,-0.6,,1.0,-0.6,0.0,1.0,,False,False
8FD1D7CFE8C146558D361B11982CFF04,condition_1,2,0,0,1.8666666666666671,-0.6,,1.8666666666666671,-0.6,0.33333333333333304,1.0,,False,False
8FD1D7CFE8C146558D361B11982CFF04,condition_1,2,1,0,0.33333333333333304,1,,1.8666666666666671,-0.6,0.33333333333333304,1.0,,,False
8FD1D7CFE8C146558D361B11982CFF04,condition_1,2,2,0,2.3891750767390665,-0.6,,1.8666666666666671,-0.6,0.33333333333333304,1.0,,False,False
8FD1D7CFE8C146558D361B11982CFF04,condition_1,5,0,2,-2.2539268560593992,-0.6,,1.5,-0.6,0.0,1.0,,False,False
8FD1D7CFE8C146558D361B11982CFF04,condition_1,5,1,2,0.0,1,,1.5,-0.6,0.0,1.0,,,False
8FD1D7CFE8C146558D361B11982CFF04,condition_1,5,2,2,1.5,-0.6,,1.5,-0.6,0.0,1.0,,False,False
8FE10DE6B56B4F0C937A5A65C74D70CD,condition_1,5,0,1,2.1697536420565617,-1,,1.0,-1.0,1.0,-1.0,,False,False
8FE10DE6B56B4F0C937A5A65C74D70CD,condition_1,5,1,1,1.0,-1,,1.0,-1.0,1.0,-1.0,,,False
8FE10DE6B56B4F0C937A5A65C74D70CD,condition_1,5,2,1,0.8877511907724873,1,,1.0,-1.0,1.0,-1.0,,False,False
8FE10DE6B56B4F0C937A5A65C74D70CD,condition_1,0,0,1,-2.0919081664132584,-1,,2.0,-1.0,2.0,-1.0,,False,False
8FE10DE6B56B4F0C937A5A65C74D70CD,condition_1,0,1,1,2.0,-1,,2.0,-1.0,2.0,-1.0,,,False
8FE10DE6B56B4F0C937A5A65C74D70CD,condition_1,0,2,1,-1.2650073879974564,1,,2.0,-1.0,2.0,-1.0,,False,False
8FE10DE6B56B4F0C937A5A65C74D70CD,condition_1,3,0,2,-0.768615870646336,-1,,2.1999999999999993,1.0,0.6500000000000004,-1.0,,False,False
8FE10DE6B56B4F0C937A5A65C74D70CD,condition_1,3,1,2,0.6500000000000004,-1,,2.1999999999999993,1.0,0.6500000000000004,-1.0,,,False
8FE10DE6B56B4F0C937A5A65C74D70CD,condition_1,3,2,2,2.1999999999999993,1,,2.1999999999999993,1.0,0.6500000000000004,-1.0,,False,False
8FE10DE6B56B4F0C937A5A65C74D70CD,condition_1,4,0,0,0.0,-1,,0.0,-1.0,1.0,-1.0,,False,False
8FE10DE6B56B4F0C937A5A65C74D70CD,condition_1,4,1,0,1.0,-1,,0.0,-1.0,1.0,-1.0,,,False
8FE10DE6B56B4F0C937A5A65C74D70CD,condition_1,4,2,0,2.7091891676083906,1,,0.0,-1.0,1.0,-1.0,,False,False
8FE10DE6B56B4F0C937A5A65C74D70CD,condition_1,1,0,2,-1.4918735306872346,-1,,-2.6,1.0,-1.4,-1.0,,False,False
8FE10DE6B56B4F0C937A5A65C74D70CD,condition_1,1,1,2,-1.4,-1,,-2.6,1.0,-1.4,-1.0,,,False
8FE10DE6B56B4F0C937A5A65C74D70CD,condition_1,1,2,2,-2.6,1,,-2.6,1.0,-1.4,-1.0,,False,False
8FE10DE6B56B4F0C937A5A65C74D70CD,condition_1,2,0,0,-2.8000000000000003,-1,,-2.8000000000000003,-1.0,0.2666666666666657,-1.0,,False,False
8FE10DE6B56B4F0C937A5A65C74D70CD,condition_1,2,1,0,0.2666666666666657,-1,,-2.8000000000000003,-1.0,0.2666666666666657,-1.0,,,False
8FE10DE6B56B4F0C937A5A65C74D70CD,condition_1,2,2,0,2.528966790000032,1,,-2.8000000000000003,-1.0,0.2666666666666657,-1.0,,False,False
8FFD8A377311493BB0085175099606BB,condition_1,0,0,1,-0.6433933309597633,-0.8,,3.0,-1.5,3.0,-1.5,,False,False
8FFD8A377311493BB0085175099606BB,condition_1,0,1,1,3.0,-1.5,,3.0,-1.5,3.0,-1.5,,,False
8FFD8A377311493BB0085175099606BB,condition_1,0,2,1,-2.7742963005369563,-0.4,,3.0,-1.5,3.0,-1.5,,False,False
8FFD8A377311493BB0085175099606BB,condition_1,4,0,0,0.8,-0.8,,0.8,-0.8,2.2,-1.5,,False,False
8FFD8A377311493BB0085175099606BB,condition_1,4,1,0,2.2,-1.5,,0.8,-0.8,2.2,-1.5,,,False
8FFD8A377311493BB0085175099606BB,condition_1,4,2,0,-1.9293523473937544,-0.4,,0.8,-0.8,2.2,-1.5,,False,False
8FFD8A377311493BB0085175099606BB,condition_1,1,0,2,-1.260144132778726,-0.8,,1.6,-0.4,1.6,-1.5,,False,False
8FFD8A377311493BB0085175099606BB,condition_1,1,1,2,1.6,-1.5,,1.6,-0.4,1.6,-1.5,,,False
8FFD8A377311493BB0085175099606BB,condition_1,1,2,2,1.6,-0.4,,1.6,-0.4,1.6,-1.5,,False,False
8FFD8A377311493BB0085175099606BB,condition_1,2,0,2,0.7086461471912484,-0.8,,2.9333333333333336,-0.4,3.0,-1.5,,False,False
8FFD8A377311493BB0085175099606BB,condition_1,2,1,2,3.0,-1.5,,2.9333333333333336,-0.4,3.0,-1.5,,,False
8FFD8A377311493BB0085175099606BB,condition_1,2,2,2,2.9333333333333336,-0.4,,2.9333333333333336,-0.4,3.0,-1.5,,False,False
8FFD8A377311493BB0085175099606BB,condition_1,3,0,0,-1.3499999999999996,-0.8,,-1.3499999999999996,-0.8,1.0999999999999996,-1.5,,False,False
8FFD8A377311493BB0085175099606BB,condition_1,3,1,0,1.0999999999999996,-1.5,,-1.3499999999999996,-0.8,1.0999999999999996,-1.5,,,False
8FFD8A377311493BB0085175099606BB,condition_1,3,2,0,-2.8849746157088845,-0.4,,-1.3499999999999996,-0.8,1.0999999999999996,-1.5,,False,False
8FFD8A377311493BB0085175099606BB,condition_1,5,0,1,1.9412948775522185,-0.8,,1.2,-1.5,1.2,-1.5,,False,False
8FFD8A377311493BB0085175099606BB,condition_1,5,1,1,1.2,-1.5,,1.2,-1.5,1.2,-1.5,,,False
8FFD8A377311493BB0085175099606BB,condition_1,5,2,1,-2.26506618786704,-0.4,,1.2,-1.5,1.2,-1.5,,False,False
90D1BC8E7F854BDBAA70C598ED33F2F8,condition_1,0,0,1,2.2278099634775366,-0.4,,1.0,-0.5,1.0,-0.5,,False,False
90D1BC8E7F854BDBAA70C598ED33F2F8,condition_1,0,1,1,1.0,-0.5,,1.0,-0.5,1.0,-0.5,,,False
90D1BC8E7F854BDBAA70C598ED33F2F8,condition_1,0,2,1,-2.3817523608295836,1,,1.0,-0.5,1.0,-0.5,,False,False
90D1BC8E7F854BDBAA70C598ED33F2F8,condition_1,3,0,1,1.79444837761356,-0.4,,3.0,-0.5,3.0,-0.5,,False,False
90D1BC8E7F854BDBAA70C598ED33F2F8,condition_1,3,1,1,3.0,-0.5,,3.0,-0.5,3.0,-0.5,,,False
90D1BC8E7F854BDBAA70C598ED33F2F8,condition_1,3,2,1,2.095022834846225,1,,3.0,-0.5,3.0,-0.5,,False,False
90D1BC8E7F854BDBAA70C598ED33F2F8,condition_1,2,0,0,-0.9333333333333336,-0.4,,-0.9333333333333336,-0.4,2.0,-0.5,,False,False
90D1BC8E7F854BDBAA70C598ED33F2F8,condition_1,2,1,0,2.0,-0.5,,-0.9333333333333336,-0.4,2.0,-0.5,,,False
90D1BC8E7F854BDBAA70C598ED33F2F8,condition_1,2,2,0,-0.7302476346075562,1,,-0.9333333333333336,-0.4,2.0,-0.5,,False,False
90D1BC8E7F854BDBAA70C598ED33F2F8,condition_1,4,0,0,-0.1,-0.4,,-0.1,-0.4,2.0,-0.5,,False,False
90D1BC8E7F854BDBAA70C598ED33F2F8,condition_1,4,1,0,2.0,-0.5,,-0.1,-0.4,2.0,-0.5,,,False
90D1BC8E7F854BDBAA70C598ED33F2F8,condition_1,4,2,0,2.2953368551799453,1,,-0.1,-0.4,2.0,-0.5,,False,False
90D1BC8E7F854BDBAA70C598ED33F2F8,condition_1,5,0,2,0.295243500254466,-0.4,,-0.1,1.0,2.1,-0.5,,False,False
90D1BC8E7F854BDBAA70C598ED33F2F8,condition_1,5,1,2,2.1,-0.5,,-0.1,1.0,2.1,-0.5,,,False
90D1BC8E7F854BDBAA70C598ED33F2F8,condition_1,5,2,2,-0.1,1,,-0.1,1.0,2.1,-0.5,,False,False
90D1BC8E7F854BDBAA70C598ED33F2F8,condition_1,1,0,2,-0.1990442151376146,-0.4,,-2.8,1.0,-1.0,-0.5,,False,False
90D1BC8E7F854BDBAA70C598ED33F2F8,condition_1,1,1,2,-1.0,-0.5,,-2.8,1.0,-1.0,-0.5,,,False
90D1BC8E7F854BDBAA70C598ED33F2F8,condition_1,1,2,2,-2.8,1,,-2.8,1.0,-1.0,-0.5,,False,False
9213B9DBB7DE41C981F9EB49C34EB28C,condition_1,0,0,1,1.2046289505914816,-0.3,,-1.6,-1.0,-1.6,-1.0,,True,False
9213B9DBB7DE41C981F9EB49C34EB28C,condition_1,0,1,1,-1.6,-1,,-1.6,-1.0,-1.6,-1.0,,,False
9213B9DBB7DE41C981F9EB49C34EB28C,condition_1,0,2,1,-1.8134666037787843,0.3,,-1.6,-1.0,-1.6,-1.0,,True,False
9213B9DBB7DE41C981F9EB49C34EB28C,condition_1,1,0,1,0.6625515054700548,-0.3,,1.7,-1.0,1.7,-1.0,,True,False
9213B9DBB7DE41C981F9EB49C34EB28C,condition_1,1,1,1,1.7,-1,,1.7,-1.0,1.7,-1.0,,,False
9213B9DBB7DE41C981F9EB49C34EB28C,condition_1,1,2,1,1.0389058586833286,0.3,,1.7,-1.0,1.7,-1.0,,True,False
9213B9DBB7DE41C981F9EB49C34EB28C,condition_1,5,0,2,2.1379449973327986,-0.3,,-2.6,0.3,0.0,-1.0,,True,False
9213B9DBB7DE41C981F9EB49C34EB28C,condition_1,5,1,2,0.0,-1,,-2.6,0.3,0.0,-1.0,,,False
9213B9DBB7DE41C981F9EB49C34EB28C,condition_1,5,2,2,-2.6,0.3,,-2.6,0.3,0.0,-1.0,,True,False
9213B9DBB7DE41C981F9EB49C34EB28C,condition_1,4,0,0,0.4,-0.3,,0.4,-0.3,1.5,-1.0,,True,False
9213B9DBB7DE41C981F9EB49C34EB28C,condition_1,4,1,0,1.5,-1,,0.4,-0.3,1.5,-1.0,,,False
9213B9DBB7DE41C981F9EB49C34EB28C,condition_1,4,2,0,-1.8676282111158555,0.3,,0.4,-0.3,1.5,-1.0,,True,False
9213B9DBB7DE41C981F9EB49C34EB28C,condition_1,2,0,2,-1.1887160744465948,-0.3,,1.333333333333333,0.3,0.6666666666666661,-1.0,,True,False
9213B9DBB7DE41C981F9EB49C34EB28C,condition_1,2,1,2,0.6666666666666661,-1,,1.333333333333333,0.3,0.6666666666666661,-1.0,,,False
9213B9DBB7DE41C981F9EB49C34EB28C,condition_1,2,2,2,1.333333333333333,0.3,,1.333333333333333,0.3,0.6666666666666661,-1.0,,True,False
9213B9DBB7DE41C981F9EB49C34EB28C,condition_1,3,0,0,1.4499999999999993,-0.3,,1.4499999999999993,-0.3,0.5999999999999996,-1.0,,True,False
9213B9DBB7DE41C981F9EB49C34EB28C,condition_1,3,1,0,0.5999999999999996,-1,,1.4499999999999993,-0.3,0.5999999999999996,-1.0,,,False
9213B9DBB7DE41C981F9EB49C34EB28C,condition_1,3,2,0,-0.8539119716221544,0.3,,1.4499999999999993,-0.3,0.5999999999999996,-1.0,,True,False
92C38817AF7E4D61A934333856DC19C0,condition_1,0,0,1,2.40705256221709,-0.9,,-1.0,-1.6,-1.0,-1.6,,False,False
92C38817AF7E4D61A934333856DC19C0,condition_1,0,1,1,-1.0,-1.6,,-1.0,-1.6,-1.0,-1.6,,,False
92C38817AF7E4D61A934333856DC19C0,condition_1,0,2,1,-1.1525169930466141,1,,-1.0,-1.6,-1.0,-1.6,,False,False
92C38817AF7E4D61A934333856DC19C0,condition_1,1,0,0,2.6,-0.9,,2.6,-0.9,3.0,-1.6,,False,False
92C38817AF7E4D61A934333856DC19C0,condition_1,1,1,0,3.0,-1.6,,2.6,-0.9,3.0,-1.6,,,False
92C38817AF7E4D61A934333856DC19C0,condition_1,1,2,0,-1.4587952644847986,1,,2.6,-0.9,3.0,-1.6,,False,False
92C38817AF7E4D61A934333856DC19C0,condition_1,3,0,1,2.6066406531924926,-0.9,,2.0,-1.6,2.0,-1.6,,False,False
92C38817AF7E4D61A934333856DC19C0,condition_1,3,1,1,2.0,-1.6,,2.0,-1.6,2.0,-1.6,,,False
92C38817AF7E4D61A934333856DC19C0,condition_1,3,2,1,1.1002461611099275,1,,2.0,-1.6,2.0,-1.6,,False,False
92C38817AF7E4D61A934333856DC19C0,condition_1,2,0,0,-0.13333333333333375,-0.9,,-0.13333333333333375,-0.9,1.9333333333333336,-1.6,,False,False
92C38817AF7E4D61A934333856DC19C0,condition_1,2,1,0,1.9333333333333336,-1.6,,-0.13333333333333375,-0.9,1.9333333333333336,-1.6,,,False
92C38817AF7E4D61A934333856DC19C0,condition_1,2,2,0,2.929133201493438,1,,-0.13333333333333375,-0.9,1.9333333333333336,-1.6,,False,False
92C38817AF7E4D61A934333856DC19C0,condition_1,4,0,2,-0.9913010713327566,-0.9,,2.2,1.0,2.0,-1.6,,False,False
92C38817AF7E4D61A934333856DC19C0,condition_1,4,1,2,2.0,-1.6,,2.2,1.0,2.0,-1.6,,,False
92C38817AF7E4D61A934333856DC19C0,condition_1,4,2,2,2.2,1,,2.2,1.0,2.0,-1.6,,False,False
92C38817AF7E4D61A934333856DC19C0,condition_1,5,0,2,1.3392053032459366,-0.9,,2.4,1.0,-2.0,-1.6,,False,False
