participantId,condition,ideology_all_zeros,idx_of_question,who_answers_first,bot_detection,ideology,bot_ideology,ideology_distance,answer,bot_answer,answer_distance,affection_competence,affection_warmth
4F695EE6877D4BED83AEF0E7419CA09C,2,False,5,2,False,1.0,[-2.0],3,-3.0,[0.3],3.3,-1,0
4F695EE6877D4BED83AEF0E7419CA09C,2,False,2,2,False,1.0,[-2.0],3,-2.0,[-0.8666666666666671],1.1333333333333329,-1,0
4F695EE6877D4BED83AEF0E7419CA09C,2,False,4,0,True,1.0,[-1.0],2,2.0,[-2.2],4.2,1,0
4F695EE6877D4BED83AEF0E7419CA09C,2,False,3,0,True,1.0,[-1.0],2,0.0,[0.8000000000000007],0.8000000000000007,1,0
4FA6085628B34E2E822C71D39A43A4A1,2,False,1,1,False,1.0,"[1.8, -1.9]","[0.8, 2.9]",-1.9,"[0.8755219087220554, 1.0311634434347994]",2.1016666666666666,1,0
4FA6085628B34E2E822C71D39A43A4A1,2,False,3,0,False,1.0,[1.8],0.8,1.0999999999999996,[0.6500000000000004],0.4499999999999993,1,0
4FA6085628B34E2E822C71D39A43A4A1,2,False,2,2,False,1.0,[-1.9],2.9,1.8000000000000007,[2.333333333333333],0.5333333333333323,0,0
4FA6085628B34E2E822C71D39A43A4A1,2,False,0,1,False,1.0,"[1.8, -1.9]","[0.8, 2.9]",0.9,"[2.9299626486020935, -0.4160945274424792]",1.635,1,0
4FA6085628B34E2E822C71D39A43A4A1,2,False,5,2,False,1.0,[-1.9],2.9,1.0,[-2.7],3.7,0,0
4FA6085628B34E2E822C71D39A43A4A1,2,False,4,0,False,1.0,[1.8],0.8,0.6,[2.3],1.6999999999999997,1,0
502060A98610498DBC32348A33A1EE33,2,False,5,1,False,1.1,"[0.3, -0.1]","[0.8, 1.2000000000000002]",1.0,"[-1.019709402387842, -0.2528391255030509]",1.6666666666666667,1,0
502060A98610498DBC32348A33A1EE33,2,False,1,0,False,1.1,[0.3],0.8,1.5,[1.4],0.10000000000000009,0,-1
502060A98610498DBC32348A33A1EE33,2,False,2,2,False,1.1,[-0.1],1.2000000000000002,-0.4666666666666668,[-0.06666666666666732],0.39999999999999947,0,1
502060A98610498DBC32348A33A1EE33,2,False,4,1,False,1.1,"[0.3, -0.1]","[0.8, 1.2000000000000002]",0.7,"[-1.0101487215247307, 0.14711869092893526]",1.5816666666666668,1,0
502060A98610498DBC32348A33A1EE33,2,False,0,2,False,1.1,[-0.1],1.2000000000000002,-0.1,[-2.7],2.6,0,1
502060A98610498DBC32348A33A1EE33,2,False,3,0,False,1.1,[0.3],0.8,2.1999999999999993,[2.9000000000000004],0.7000000000000011,0,-1
50EE5E468C3B4717B50F92BF1AA45CDA,2,True,2,1,False,0.0,"[0.0, 0.0]","[0, 0]",1.3999999999999997,"[-2.980463042774926, 1.4202807121994319]",1.8266666666666664,0,0
50EE5E468C3B4717B50F92BF1AA45CDA,2,True,1,0,False,0.0,[0.0],0,1.0,[-1.2],2.2,0,0
50EE5E468C3B4717B50F92BF1AA45CDA,2,True,5,0,False,0.0,[0.0],0,-1.6,[0.3],1.9000000000000001,0,0
50EE5E468C3B4717B50F92BF1AA45CDA,2,True,3,1,False,0.0,"[0.0, 0.0]","[0, 0]",1.0,"[0.771890840724271, 1.7540741605502514]",1.6666666666666667,0,0
50EE5E468C3B4717B50F92BF1AA45CDA,2,True,0,2,False,0.0,[0.0],0,1.4,[1.8],0.40000000000000013,0,0
50EE5E468C3B4717B50F92BF1AA45CDA,2,True,4,2,False,0.0,[0.0],0,0.8,[2],1.2,0,0
51F85FF6DEAC4A17B4437C326BC61169,2,False,1,1,False,2.0,"[0.6, 0.6]","[1.4, 1.4]",-3.0,"[1.8222844645259206, -1.610308626642732]",3.0,0,1
51F85FF6DEAC4A17B4437C326BC61169,2,False,3,2,False,2.0,[0.6],1.4,3.0,[-1.4499999999999993],4.449999999999999,1,1
51F85FF6DEAC4A17B4437C326BC61169,2,False,4,2,False,2.0,[0.6],1.4,-3.0,[1.8],4.8,1,1
51F85FF6DEAC4A17B4437C326BC61169,2,False,5,1,False,2.0,"[0.6, 0.6]","[1.4, 1.4]",-1.9,"[0.7739142998143542, -0.3577443949957493]",2.1016666666666666,0,1
51F85FF6DEAC4A17B4437C326BC61169,2,False,2,0,False,2.0,[0.6],1.4,1.0,[-0.5333333333333337],1.5333333333333337,1,1
51F85FF6DEAC4A17B4437C326BC61169,2,False,0,0,False,2.0,[0.6],1.4,3.0,[-2.8],5.8,1,1
52EDCECF96C9489299E8621DB659EC77,2,False,1,1,False,-2.0,"[2.0, -2.0]","[4, 0]",1.4,"[-2.9956457993046652, -2.530112427643395]",1.8266666666666664,1,0
52EDCECF96C9489299E8621DB659EC77,2,False,0,0,False,-2.0,[2.0],4,2.0,[1.3],0.7,1,0
52EDCECF96C9489299E8621DB659EC77,2,False,3,0,False,-2.0,[2.0],4,3.0,[2.9499999999999993],0.05000000000000071,1,0
52EDCECF96C9489299E8621DB659EC77,2,False,4,1,False,-2.0,"[2.0, -2.0]","[4, 0]",0.2,"[-1.167536989169554, 0.9488350957251157]",1.5066666666666666,1,0
52EDCECF96C9489299E8621DB659EC77,2,False,5,2,False,-2.0,[-2.0],0,0.9,[1.3],0.4,1,0
52EDCECF96C9489299E8621DB659EC77,2,False,2,2,False,-2.0,[-2.0],0,0.2666666666666657,[-0.6666666666666674],0.9333333333333331,1,0
534A67DE7BDD460CAF4E8D786A74515A,2,False,4,1,False,-1.7,"[1.8, 0.7]","[3.5, 2.4]",-2.0,"[1.219630264557047, 2.331691922770056]",2.1666666666666665,0,0
534A67DE7BDD460CAF4E8D786A74515A,2,False,0,2,False,-1.7,[0.7],2.4,1.2,[0.5],0.7,0,0
534A67DE7BDD460CAF4E8D786A74515A,2,False,1,0,True,-1.7,[1.8],3.5,0.0,[1.8],1.8,0,0
534A67DE7BDD460CAF4E8D786A74515A,2,False,5,0,True,-1.7,[1.8],3.5,1.0,[2.9],1.9,0,0
534A67DE7BDD460CAF4E8D786A74515A,2,False,2,1,False,-1.7,"[1.8, 0.7]","[3.5, 2.4]",1.0,"[-2.9353503822316727, -1.170307354136261]",1.6666666666666667,0,0
534A67DE7BDD460CAF4E8D786A74515A,2,False,3,2,False,-1.7,[0.7],2.4,-0.5,[-1.9499999999999993],1.4499999999999993,0,0
5384CB299B464A7CB132B9B39E0AC593,2,True,4,1,False,0.0,"[0.0, 0.0]","[0, 0]",1.0,"[0.8617972208217477, -1.394640437496395]",1.6666666666666667,0,0
5384CB299B464A7CB132B9B39E0AC593,2,True,3,2,False,0.0,[0.0],0,-1.9499999999999993,[1],2.9499999999999993,0,0
5384CB299B464A7CB132B9B39E0AC593,2,True,5,0,False,0.0,[0.0],0,2.1,[-1],3.1,0,0
5384CB299B464A7CB132B9B39E0AC593,2,True,2,2,False,0.0,[0.0],0,-1.1333333333333335,[-0.5333333333333337],0.5999999999999999,0,0
5384CB299B464A7CB132B9B39E0AC593,2,True,1,0,False,0.0,[0.0],0,1.1,[-0.5],1.6,0,0
5384CB299B464A7CB132B9B39E0AC593,2,True,0,1,False,0.0,"[0.0, 0.0]","[0, 0]",-0.9,"[2.236074509636304, -2.2187567844939404]",1.635,0,0
53BE6A9FC3C846F58424DF7D57A99C2B,2,False,0,1,False,0.0,"[1.0, -1.0]","[1, 1]",2.0,"[1.3988827433073805, 0.7632191316007741]",2.1666666666666665,0,0
53BE6A9FC3C846F58424DF7D57A99C2B,2,False,3,1,False,0.0,"[1.0, -1.0]","[1, 1]",-2.0,"[-2.016479286517237, -2.6930413812606946]",2.1666666666666665,0,0
53BE6A9FC3C846F58424DF7D57A99C2B,2,False,5,0,False,0.0,[1.0],1,2.0,[0.8],1.2,0,0
53BE6A9FC3C846F58424DF7D57A99C2B,2,False,4,2,False,0.0,[-1.0],1,-1.0,[2.2],3.2,0,0
53BE6A9FC3C846F58424DF7D57A99C2B,2,False,1,2,False,0.0,[-1.0],1,0.0,[-1.7],1.7,0,0
53BE6A9FC3C846F58424DF7D57A99C2B,2,False,2,0,False,0.0,[1.0],1,2.2666666666666657,[3],0.7333333333333343,0,0
542C8FC44AB6446F92D18292E2AE4FE7,2,False,2,1,False,-1.0,"[1.8, -1.0]","[2.8, 0]",-1.0000000000000004,"[2.575147301726087, -0.1821309909237998]",1.6666666666666667,0,0
542C8FC44AB6446F92D18292E2AE4FE7,2,False,4,1,False,-1.0,"[1.8, -1.0]","[2.8, 0]",-2.0,"[-2.4116904075933743, -1.4998757405798293]",2.1666666666666665,0,0
542C8FC44AB6446F92D18292E2AE4FE7,2,False,0,0,False,-1.0,[1.8],2.8,3.0,[2.5],0.5,0,0
542C8FC44AB6446F92D18292E2AE4FE7,2,False,1,2,False,-1.0,[-1.0],0,0.9,[0.6],0.30000000000000004,0,0
542C8FC44AB6446F92D18292E2AE4FE7,2,False,5,2,False,-1.0,[-1.0],0,-0.9,[-0.9],0.0,0,0
542C8FC44AB6446F92D18292E2AE4FE7,2,False,3,0,False,-1.0,[1.8],2.8,0.5,[2.0999999999999996],1.5999999999999996,0,0
55825F39DC91406B92596C4E47EF04B8,2,False,0,1,False,-0.9,"[1.9, -1.9]","[2.8, 0.9999999999999999]",1.6,"[0.6631904965159219, 0.40562972434172107]",1.9266666666666667,1,1
55825F39DC91406B92596C4E47EF04B8,2,False,2,1,False,-0.9,"[1.9, -1.9]","[2.8, 0.9999999999999999]",3.0,"[0.8585313311603242, -1.4795264772940182]",3.0,1,1
55825F39DC91406B92596C4E47EF04B8,2,False,5,0,True,-0.9,[1.9],2.8,1.0,[-2.3],3.3,0,-1
55825F39DC91406B92596C4E47EF04B8,2,False,4,0,True,-0.9,[1.9],2.8,1.0,[1],0.0,0,-1
55825F39DC91406B92596C4E47EF04B8,2,False,1,2,False,-0.9,[-1.9],0.9999999999999999,-0.9,[0.6],1.5,0,0
55825F39DC91406B92596C4E47EF04B8,2,False,3,2,False,-0.9,[-1.9],0.9999999999999999,1.0,[2.0500000000000007],1.0500000000000007,0,0
55DB719652D34545A299002E7640AB91,2,False,4,1,False,0.4,"[0.9, 0.5]","[0.5, 0.09999999999999998]",1.0,"[2.885087051130075, 0.2419483701119045]",1.6666666666666667,0,0
55DB719652D34545A299002E7640AB91,2,False,2,2,False,0.4,[0.5],0.09999999999999998,1.0666666666666655,[1.466666666666666],0.40000000000000036,0,0
55DB719652D34545A299002E7640AB91,2,False,5,2,False,0.4,[0.5],0.09999999999999998,1.9,[-0.1],2.0,0,0
55DB719652D34545A299002E7640AB91,2,False,1,0,False,0.4,[0.9],0.5,1.2,[1.1],0.09999999999999987,0,0
55DB719652D34545A299002E7640AB91,2,False,0,1,False,0.4,"[0.9, 0.5]","[0.5, 0.09999999999999998]",0.1,"[1.890762770650099, 0.031554948966979524]",1.5016666666666667,0,0
55DB719652D34545A299002E7640AB91,2,False,3,0,False,0.4,[0.9],0.5,3.0,[-0.25],3.25,0,0
57A031CABD8141B59D165B4DD60BE95D,2,False,0,1,False,1.5,"[0.9, 1.2]","[0.6, 0.30000000000000004]",2.0,"[-2.0003514798451274, 0.33989407644203595]",2.1666666666666665,0,0
57A031CABD8141B59D165B4DD60BE95D,2,False,3,2,False,1.5,[1.2],0.30000000000000004,-1.1500000000000004,[-1.4000000000000004],0.25,0,1
57A031CABD8141B59D165B4DD60BE95D,2,False,4,1,False,1.5,"[0.9, 1.2]","[0.6, 0.30000000000000004]",-0.1,"[0.09220505119906353, 0.4104728302330978]",1.5016666666666667,0,0
57A031CABD8141B59D165B4DD60BE95D,2,False,2,2,False,1.5,[1.2],0.30000000000000004,0.20000000000000015,[0.7999999999999998],0.5999999999999996,0,1
57A031CABD8141B59D165B4DD60BE95D,2,False,1,0,False,1.5,[0.9],0.6,-2.0,[-2.5],0.5,0,1
57A031CABD8141B59D165B4DD60BE95D,2,False,5,0,False,1.5,[0.9],0.6,2.9,[2.9],0.0,0,1
584D291484C84636A034BA28C614B0B9,2,False,4,1,False,2.0,"[0.8, -1.6]","[1.2, 3.6]",-3.0,"[2.8597866340939326, 1.115527638220124]",3.0,0,1
584D291484C84636A034BA28C614B0B9,2,False,2,1,False,2.0,"[0.8, -1.6]","[1.2, 3.6]",0.2666666666666657,"[-0.7395583791211582, -2.944874301120418]",1.5118518518518516,0,1
584D291484C84636A034BA28C614B0B9,2,False,5,0,False,2.0,[0.8],1.2,-0.5,[-1.4],0.8999999999999999,1,0
584D291484C84636A034BA28C614B0B9,2,False,3,2,False,2.0,[-1.6],3.6,1.9499999999999993,[2.5],0.5500000000000007,0,0
584D291484C84636A034BA28C614B0B9,2,False,1,2,False,2.0,[-1.6],3.6,-3.0,[1.2],4.2,0,0
584D291484C84636A034BA28C614B0B9,2,False,0,0,False,2.0,[0.8],1.2,-3.0,[1],4.0,1,0
587C9E7D042D4F4D892DDBBA1A3E8F38,2,True,4,1,True,0.0,"[0.0, 0.0]","[0, 0]",-1.9,"[0.6763769477233232, 0.21639948325335023]",2.1016666666666666,0,1
587C9E7D042D4F4D892DDBBA1A3E8F38,2,True,1,2,True,0.0,[0.0],0,-0.9,[2.7],3.6,0,1
587C9E7D042D4F4D892DDBBA1A3E8F38,2,True,5,2,True,0.0,[0.0],0,-1.9,[-1.3],0.5999999999999999,0,1
587C9E7D042D4F4D892DDBBA1A3E8F38,2,True,0,0,True,0.0,[0.0],0,-0.1,[0.2],0.30000000000000004,0,1
587C9E7D042D4F4D892DDBBA1A3E8F38,2,True,3,1,True,0.0,"[0.0, 0.0]","[0, 0]",2.0,"[1.7505159561727996, -2.860170014280537]",2.1666666666666665,0,1
587C9E7D042D4F4D892DDBBA1A3E8F38,2,True,2,0,True,0.0,[0.0],0,-1.9333333333333336,[-2.9333333333333336],1.0,0,1
589BDBD64FBF4D6788CC1F58CFC1A335,2,False,3,1,False,-2.0,"[2.0, -2.0]","[4, 0]",3.0,"[0.5775411641759405, -2.9349830870982]",3.0,0,0
589BDBD64FBF4D6788CC1F58CFC1A335,2,False,0,1,False,-2.0,"[2.0, -2.0]","[4, 0]",2.2,"[0.7880863097422033, -2.7081667738312056]",2.3066666666666666,0,0
589BDBD64FBF4D6788CC1F58CFC1A335,2,False,4,2,False,-2.0,[-2.0],0,0.0,[-1.9],1.9,1,0
589BDBD64FBF4D6788CC1F58CFC1A335,2,False,1,2,False,-2.0,[-2.0],0,-1.0,[1],2.0,1,0
589BDBD64FBF4D6788CC1F58CFC1A335,2,False,5,0,False,-2.0,[2.0],4,1.0,[1.7],0.7,1,0
589BDBD64FBF4D6788CC1F58CFC1A335,2,False,2,0,False,-2.0,[2.0],4,1.3999999999999997,[-2.2],3.5999999999999996,1,0
58CBADD914294AB69955A7541368516C,2,False,3,1,False,1.5,"[-1.0, -2.0]","[2.5, 3.5]",0.9499999999999992,"[1.7987642458285666, 0.5410523448551459]",1.6504166666666664,0,0
58CBADD914294AB69955A7541368516C,2,False,1,2,False,1.5,[-2.0],3.5,-3.0,[1.8],4.8,0,0
58CBADD914294AB69955A7541368516C,2,False,5,0,False,1.5,[-1.0],2.5,-1.0,[2.2],3.2,0,0
58CBADD914294AB69955A7541368516C,2,False,0,1,False,1.5,"[-1.0, -2.0]","[2.5, 3.5]",0.0,"[-2.937630858864579, -0.08077196655114882]",1.5,0,0
58CBADD914294AB69955A7541368516C,2,False,2,2,False,1.5,[-2.0],3.5,-2.0,[0.7333333333333325],2.7333333333333325,0,0
58CBADD914294AB69955A7541368516C,2,False,4,0,False,1.5,[-1.0],2.5,-1.9,[-1.2],0.7,0,0
58DE05E999F346AEBEBC368880619A05,2,False,1,1,True,-0.8,"[1.0, -0.8]","[1.8, 0.0]",2.1,"[1.330293467897608, -0.32705173328556825]",2.235,0,1
58DE05E999F346AEBEBC368880619A05,2,False,4,1,True,-0.8,"[1.0, -0.8]","[1.8, 0.0]",1.0,"[-0.9747776315450536, 0.11936060237748602]",1.6666666666666667,0,1
58DE05E999F346AEBEBC368880619A05,2,False,5,0,True,-0.8,[1.0],1.8,1.8,[-0.5],2.3,0,-1
58DE05E999F346AEBEBC368880619A05,2,False,0,0,True,-0.8,[1.0],1.8,3.0,[0.6],2.4,0,-1
58DE05E999F346AEBEBC368880619A05,2,False,2,2,True,-0.8,[-0.8],0.0,-0.13333333333333375,[0.33333333333333304],0.4666666666666668,0,1
58DE05E999F346AEBEBC368880619A05,2,False,3,2,True,-0.8,[-0.8],0.0,1.0,[-1.25],2.25,0,1
5945CFBFB764415DAAC92E18C387D4EA,2,True,5,1,True,0.0,"[0.0, 0.0]","[0, 0]",0.0,"[2.6011583261430076, -0.530733264552314]",1.5,0,1
5945CFBFB764415DAAC92E18C387D4EA,2,True,2,2,True,0.0,[0.0],0,-1.0666666666666669,[-1.4666666666666668],0.3999999999999999,0,-1
5945CFBFB764415DAAC92E18C387D4EA,2,True,4,1,True,0.0,"[0.0, 0.0]","[0, 0]",0.0,"[1.605127829615836, -0.5625783540266083]",1.5,0,1
5945CFBFB764415DAAC92E18C387D4EA,2,True,3,0,True,0.0,[0.0],0,1.0500000000000007,[1.6500000000000004],0.5999999999999996,0,0
5945CFBFB764415DAAC92E18C387D4EA,2,True,1,2,True,0.0,[0.0],0,0.0,[1.5],1.5,0,-1
5945CFBFB764415DAAC92E18C387D4EA,2,True,0,0,True,0.0,[0.0],0,2.1,[-2.5],4.6,0,0
59DE8D4301A94B128540F47BAF5DB6D0,2,False,5,1,False,-0.9,"[2.0, -1.7]","[2.9, 0.7999999999999999]",-1.0,"[1.8598639832818336, -0.7602846471612317]",1.6666666666666667,1,0
59DE8D4301A94B128540F47BAF5DB6D0,2,False,3,2,False,-0.9,[-1.7],0.7999999999999999,-0.05000000000000071,[-2.75],2.6999999999999993,0,1
59DE8D4301A94B128540F47BAF5DB6D0,2,False,2,0,False,-0.9,[2.0],2.9,-1.0666666666666669,[1.8666666666666671],2.933333333333334,-1,0
59DE8D4301A94B128540F47BAF5DB6D0,2,False,1,0,False,-0.9,[2.0],2.9,1.6,[2.7],1.1,-1,0
59DE8D4301A94B128540F47BAF5DB6D0,2,False,0,1,False,-0.9,"[2.0, -1.7]","[2.9, 0.7999999999999999]",2.1,"[0.3815043359631609, 0.5424445735753434]",2.235,1,0
59DE8D4301A94B128540F47BAF5DB6D0,2,False,4,2,False,-0.9,[-1.7],0.7999999999999999,1.6,[1.3],0.30000000000000004,0,1
59DFFDE000CD4291AFA865AE12B3FAE8,2,False,3,1,False,-1.4,"[0.5, -1.6]","[1.9, 0.20000000000000018]",2.0,"[-2.4392320262875034, -1.2412764776256995]",2.1666666666666665,1,1
59DFFDE000CD4291AFA865AE12B3FAE8,2,False,4,1,False,-1.4,"[0.5, -1.6]","[1.9, 0.20000000000000018]",-1.0,"[1.170905245100891, 0.45532388179666583]",1.6666666666666667,1,1
59DFFDE000CD4291AFA865AE12B3FAE8,2,False,1,2,False,-1.4,[-1.6],0.20000000000000018,-0.4,[-0.4],0.0,1,1
59DFFDE000CD4291AFA865AE12B3FAE8,2,False,5,0,False,-1.4,[0.5],1.9,-0.5,[-0.5],0.0,1,0
59DFFDE000CD4291AFA865AE12B3FAE8,2,False,0,2,False,-1.4,[-1.6],0.20000000000000018,-0.4,[0.4],0.8,1,1
59DFFDE000CD4291AFA865AE12B3FAE8,2,False,2,0,False,-1.4,[0.5],1.9,2.0,[-4.440892098500626e-16],2.0000000000000004,1,0
5A1913E5D6BD434896085BD0361B138B,2,False,4,1,False,0.5,"[1.6, -1.8]","[1.1, 2.3]",-2.0,"[0.5240150087162556, 2.908312063175549]",2.1666666666666665,0,1
5A1913E5D6BD434896085BD0361B138B,2,False,1,2,False,0.5,[-1.8],2.3,0.0,[1.7],1.7,0,1
5A1913E5D6BD434896085BD0361B138B,2,False,0,0,False,0.5,[1.6],1.1,1.0,[0.9],0.09999999999999998,1,0
5A1913E5D6BD434896085BD0361B138B,2,False,5,0,False,0.5,[1.6],1.1,-0.9,[1.6],2.5,1,0
5A1913E5D6BD434896085BD0361B138B,2,False,3,1,False,0.5,"[1.6, -1.8]","[1.1, 2.3]",-3.0,"[-1.1347143382902993, 1.2593625382943685]",3.0,0,1
5A1913E5D6BD434896085BD0361B138B,2,False,2,2,False,0.5,[-1.8],2.3,-1.666666666666667,[-1.3333333333333337],0.33333333333333326,0,1
5A6C1C6865074304B2AC8CD814DFA1D6,2,False,1,1,False,0.9,"[1.3, -0.8]","[0.4, 1.7000000000000002]",0.7,"[2.010057785112579, 2.532640006933887]",1.5816666666666668,1,0
5A6C1C6865074304B2AC8CD814DFA1D6,2,False,0,0,False,0.9,[1.3],0.4,2.3,[1.7],0.5999999999999999,0,-1
5A6C1C6865074304B2AC8CD814DFA1D6,2,False,3,2,False,0.9,[-0.8],1.7000000000000002,0.6999999999999993,[0],0.6999999999999993,0,0
5A6C1C6865074304B2AC8CD814DFA1D6,2,False,4,1,False,0.9,"[1.3, -0.8]","[0.4, 1.7000000000000002]",2.0,"[-1.3860173408814673, -1.3080095385906518]",2.1666666666666665,1,0
5A6C1C6865074304B2AC8CD814DFA1D6,2,False,2,2,False,0.9,[-0.8],1.7000000000000002,-0.5333333333333337,[-0.5333333333333337],0.0,0,0
5A6C1C6865074304B2AC8CD814DFA1D6,2,False,5,0,False,0.9,[1.3],0.4,2.0,[1.7],0.30000000000000004,0,-1
5AE7DDD064994297ABA0A90F589A8B69,2,False,2,1,False,0.4,"[1.3, -1.9]","[0.9, 2.3]",-1.0000000000000004,"[-2.1385000528225957, -2.4120996385903006]",1.6666666666666667,1,0
5AE7DDD064994297ABA0A90F589A8B69,2,False,3,1,False,0.4,"[1.3, -1.9]","[0.9, 2.3]",-2.0,"[-0.3429199069685378, 1.7176379558212709]",2.1666666666666665,1,0
5AE7DDD064994297ABA0A90F589A8B69,2,False,5,0,False,0.4,[1.3],0.9,0.0,[1.6],1.6,0,0
5AE7DDD064994297ABA0A90F589A8B69,2,False,0,0,False,0.4,[1.3],0.9,2.3,[2.7],0.40000000000000036,0,0
5AE7DDD064994297ABA0A90F589A8B69,2,False,1,2,False,0.4,[-1.9],2.3,-1.8,[0.3],2.1,0,0
5AE7DDD064994297ABA0A90F589A8B69,2,False,4,2,False,0.4,[-1.9],2.3,-2.3,[-2.7],0.40000000000000036,0,0
5BBD9B3BEB024CEBB60F1462372694F0,2,False,4,1,False,-2.0,"[1.0, -0.9]","[3, 1.1]",0.0,"[0.2814443864081868, -0.7827871062972442]",1.5,0,0
5BBD9B3BEB024CEBB60F1462372694F0,2,False,3,0,False,-2.0,[1.0],3,0.0,[2.75],2.75,0,0
5BBD9B3BEB024CEBB60F1462372694F0,2,False,0,2,False,-2.0,[-0.9],1.1,2.0,[-1.3],3.3,0,0
5BBD9B3BEB024CEBB60F1462372694F0,2,False,5,2,False,-2.0,[-0.9],1.1,1.0,[-2],3.0,0,0
5BBD9B3BEB024CEBB60F1462372694F0,2,False,1,0,False,-2.0,[1.0],3,1.0,[-2],3.0,0,0
5BBD9B3BEB024CEBB60F1462372694F0,2,False,2,1,False,-2.0,"[1.0, -0.9]","[3, 1.1]",-2.0,"[1.950259132641074, -2.8284659817757998]",2.1666666666666665,0,0
5BE2FD19A74B4FC5A58F81F792B31130,2,True,3,1,True,0.0,"[0.0, 0.0]","[0, 0]",0.25,"[-1.708510914992367, 1.075604156264344]",1.5104166666666667,0,0
5BE2FD19A74B4FC5A58F81F792B31130,2,True,2,0,True,0.0,[0.0],0,-0.6666666666666674,[-1.2000000000000004],0.533333333333333,0,0
5BE2FD19A74B4FC5A58F81F792B31130,2,True,1,1,True,0.0,"[0.0, 0.0]","[0, 0]",0.0,"[-0.6953317805529862, -1.5606049162807272]",1.5,0,0
5BE2FD19A74B4FC5A58F81F792B31130,2,True,5,0,True,0.0,[0.0],0,0.9,[2],1.1,0,0
5BE2FD19A74B4FC5A58F81F792B31130,2,True,0,2,True,0.0,[0.0],0,-0.1,[-1.2],1.0999999999999999,0,0
5BE2FD19A74B4FC5A58F81F792B31130,2,True,4,2,True,0.0,[0.0],0,0.0,[-0.5],0.5,0,0
5CE0152EBA4F4BDEAE8F49D7CC8B30E3,2,False,3,1,False,-1.6,"[1.1, -1.0]","[2.7, 0.6000000000000001]",-0.9499999999999992,"[-0.7566549978243868, 1.431063568153144]",1.6504166666666664,0,0
5CE0152EBA4F4BDEAE8F49D7CC8B30E3,2,False,0,1,False,-1.6,"[1.1, -1.0]","[2.7, 0.6000000000000001]",1.9,"[-1.0577244371316377, 0.13473566597015285]",2.1016666666666666,0,0
5CE0152EBA4F4BDEAE8F49D7CC8B30E3,2,False,2,0,False,-1.6,[1.1],2.7,0.9333333333333336,[2.666666666666666],1.7333333333333325,0,0
5CE0152EBA4F4BDEAE8F49D7CC8B30E3,2,False,5,0,False,-1.6,[1.1],2.7,2.0,[2.7],0.7000000000000002,0,0
5CE0152EBA4F4BDEAE8F49D7CC8B30E3,2,False,4,2,False,-1.6,[-1.0],0.6000000000000001,1.0,[-0.3],1.3,0,0
5CE0152EBA4F4BDEAE8F49D7CC8B30E3,2,False,1,2,False,-1.6,[-1.0],0.6000000000000001,0.0,[-2.1],2.1,0,0
5D1577B2E8AA40AE89F0B9B03044DA74,2,False,5,1,False,-1.0,"[1.0, -1.0]","[2, 0]",1.0,"[2.2272496730614586, 1.5796921051025574]",1.6666666666666667,1,0
5D1577B2E8AA40AE89F0B9B03044DA74,2,False,4,0,False,-1.0,[1.0],2,-1.6,[0.5],2.1,0,-1
5D1577B2E8AA40AE89F0B9B03044DA74,2,False,3,2,False,-1.0,[-1.0],0,0.5,[1.0500000000000007],0.5500000000000007,1,1
5D1577B2E8AA40AE89F0B9B03044DA74,2,False,2,2,False,-1.0,[-1.0],0,1.0,[-1.4],2.4,1,1
5D1577B2E8AA40AE89F0B9B03044DA74,2,False,1,0,False,-1.0,[1.0],2,-1.0,[1.8],2.8,0,-1
5D1577B2E8AA40AE89F0B9B03044DA74,2,False,0,1,False,-1.0,"[1.0, -1.0]","[2, 0]",1.0,"[-1.0325977056272224, -1.403544478530225]",1.6666666666666667,1,0
5D65A6E3605D42CEAA8043868C787403,2,True,0,1,False,0.0,"[0.0, 0.0]","[0, 0]",3.0,"[-2.6905222280383585, 1.5794060601080142]",3.0,0,1
5D65A6E3605D42CEAA8043868C787403,2,True,5,1,False,0.0,"[0.0, 0.0]","[0, 0]",0.0,"[1.054136936303932, -1.2975699451945826]",1.5,0,1
5D65A6E3605D42CEAA8043868C787403,2,True,3,0,False,0.0,[0.0],0,3.0,[-0.75],3.75,0,1
5D65A6E3605D42CEAA8043868C787403,2,True,1,2,False,0.0,[0.0],0,0.0,[1.6],1.6,0,1
5D65A6E3605D42CEAA8043868C787403,2,True,4,2,False,0.0,[0.0],0,-3.0,[1.9],4.9,0,1
5D65A6E3605D42CEAA8043868C787403,2,True,2,0,False,0.0,[0.0],0,0.33333333333333304,[-0.9333333333333336],1.2666666666666666,0,1
5E4EA8D56D1F42E2B96A89DA33833FCA,2,False,1,1,False,0.7,"[1.2, -1.1]","[0.5, 1.8]",2.0,"[-1.298073042908488, 0.7886694216407104]",2.1666666666666665,0,1
5E4EA8D56D1F42E2B96A89DA33833FCA,2,False,2,1,False,0.7,"[1.2, -1.1]","[0.5, 1.8]",1.0,"[-1.0281612262252058, 0.07991115027948315]",1.6666666666666667,0,1
5E4EA8D56D1F42E2B96A89DA33833FCA,2,False,5,0,False,0.7,[1.2],0.5,-2.0,[-1.1],0.8999999999999999,0,-1
5E4EA8D56D1F42E2B96A89DA33833FCA,2,False,3,0,False,0.7,[1.2],0.5,-0.5500000000000007,[-0.5999999999999996],0.049999999999998934,0,-1
5E4EA8D56D1F42E2B96A89DA33833FCA,2,False,4,2,False,0.7,[-1.1],1.8,2.5,[2.1],0.3999999999999999,0,1
